FID,Join_Count,TARGET_FID,JOIN_FID,LSOA21CD,LSOA21NM,score_perc,accessibility,WDI,HSA
24224,1,232,3900,E01033603,Westminster 009I,0.56,1.182019911,1.407645183,1.663864634
24225,1,232,4522,E01033603,Westminster 009I,0.52,0.937916728,1.317992576,1.236137075
24226,1,232,4523,E01033603,Westminster 009I,0.58,1.063656682,1.303556461,1.38653654
24227,1,232,4525,E01033603,Westminster 009I,0.6,1.134818866,1.428090538,1.62180787
24228,1,232,20358,E01033603,Westminster 009I,0.56,0.72122444,1.701679591,1.22729291
24229,1,232,20376,E01033603,Westminster 009I,0.54,0.67417068,1.633827457,1.101478567
24230,1,232,20377,E01033603,Westminster 009I,0.51,0.689548981,1.648435172,1.136676793
24231,1,232,20378,E01033603,Westminster 009I,0.59,0.630631515,1.675627076,1.056484387
24232,1,232,20462,E01033603,Westminster 009I,0.47,1.117877449,1.636743647,1.829341244
24233,1,232,20463,E01033603,Westminster 009I,0.37,1.1262872,1.627176564,1.832531784
24234,1,232,20464,E01033603,Westminster 009I,0.4,1.265446242,1.60412643,2.029678852
24235,1,232,20469,E01033603,Westminster 009I,0.4,1.050923314,1.695309114,1.781639873
24236,1,232,20472,E01033603,Westminster 009I,0.47,0.721406673,1.672350279,1.20644465
24237,1,232,20473,E01033603,Westminster 009I,0.43,1.233930288,1.498992636,1.8504851
24238,1,232,20474,E01033603,Westminster 009I,0.54,1.299270151,1.556094101,2.021444425
24239,1,232,20475,E01033603,Westminster 009I,0.57,1.216604454,1.556611368,1.89320485
24240,1,232,20476,E01033603,Westminster 009I,0.51,0.996602532,1.587146032,1.582104696
24241,1,232,20477,E01033603,Westminster 009I,0.53,1.076560913,1.648629294,1.775158721
24242,1,232,20478,E01033603,Westminster 009I,0.43,1.237942997,1.630448529,2.015954672
24243,1,232,20479,E01033603,Westminster 009I,0.36,1.294598572,1.616811867,2.092450969
24244,1,232,20480,E01033603,Westminster 009I,0.45,1.149490189,1.669845237,1.919127154
24245,1,232,20481,E01033603,Westminster 009I,0.52,0.838801798,1.625069089,1.362044514
24246,1,232,20485,E01033603,Westminster 009I,0.55,1.288265269,1.49181448,1.921733103
24247,1,232,20642,E01033603,Westminster 009I,0.52,1.109908399,1.459461748,1.619903424
24248,1,232,20643,E01033603,Westminster 009I,0.52,1.033201013,1.547289527,1.597094795
24249,1,232,20644,E01033603,Westminster 009I,0.47,1.122535175,1.555491441,1.746151153
24250,1,232,20645,E01033603,Westminster 009I,0.48,1.122602224,1.59210851,1.787301703
24251,1,232,20646,E01033603,Westminster 009I,0.44,1.173640868,1.600554036,1.878279071
24252,1,232,20647,E01033603,Westminster 009I,0.61,1.109262037,1.464949203,1.625250651
24253,1,232,20648,E01033603,Westminster 009I,0.49,1.293450183,1.581553244,2.045706767
24254,1,232,20649,E01033603,Westminster 009I,0.57,1.280895277,1.515596477,1.941666474
24255,1,232,20650,E01033603,Westminster 009I,0.51,1.184405637,1.537631262,1.821868099
24256,1,232,20651,E01033603,Westminster 009I,0.53,1.161833591,1.513693132,1.760263211
24257,1,232,20652,E01033603,Westminster 009I,0.44,1.225222012,1.57406205,1.92860945
24258,1,232,20653,E01033603,Westminster 009I,0.48,1.347082728,1.583026481,2.132520935
24259,1,232,24626,E01033603,Westminster 009I,0.4,1.118445698,1.695126173,1.895906576
24260,1,232,24628,E01033603,Westminster 009I,0.47,0.984698565,1.709491107,1.68333344
24261,1,232,24630,E01033603,Westminster 009I,0.48,1.288852958,1.577563544,2.03362048
24262,1,232,24631,E01033603,Westminster 009I,0.54,1.088537674,1.610646194,1.753402189
24263,1,232,24656,E01033603,Westminster 009I,0.54,1.14083753,1.436207745,1.638443916
24264,1,233,20359,E01033604,Westminster 009J,0.59,0.791072047,1.718320643,1.360052523
24265,1,233,20434,E01033604,Westminster 009J,0.51,1.871445288,1.729624153,3.236952231
24266,1,233,20435,E01033604,Westminster 009J,0.53,1.900217906,1.718888765,3.266375635
24267,1,233,20436,E01033604,Westminster 009J,0.53,1.904330103,1.730319438,3.295537192
24268,1,233,20442,E01033604,Westminster 009J,0.38,2.15397567,1.670533423,3.59811856
24269,1,233,20443,E01033604,Westminster 009J,0.39,2.106122487,1.73490192,3.653915946
24270,1,233,20444,E01033604,Westminster 009J,0.37,1.876106063,1.681599992,3.154859941
24271,1,233,20445,E01033604,Westminster 009J,0.35,1.9268542,1.742834125,3.358187253
24272,1,233,20450,E01033604,Westminster 009J,0.55,1.096247205,1.64508119,1.804306205
24273,1,233,20451,E01033604,Westminster 009J,0.5,1.04966923,1.704653129,1.789384357
24274,1,233,20452,E01033604,Westminster 009J,0.5,1.043770531,1.704379059,1.778976238
24275,1,233,20462,E01033604,Westminster 009J,0.47,1.117877449,1.636743647,1.829341244
24276,1,233,20463,E01033604,Westminster 009J,0.37,1.1262872,1.627176564,1.832531784
24277,1,233,20465,E01033604,Westminster 009J,0.52,1.004464695,1.698326995,1.705505766
24278,1,233,20466,E01033604,Westminster 009J,0.55,0.902271755,1.708301861,1.541268699
24279,1,233,20467,E01033604,Westminster 009J,0.58,0.902401474,1.731708516,1.562696317
24280,1,233,20470,E01033604,Westminster 009J,0.54,0.897671177,1.714412715,1.539093812
24281,1,233,20624,E01033604,Westminster 009J,0.41,1.893024256,1.63233886,3.090087007
24282,1,233,20627,E01033604,Westminster 009J,0.52,1.801988066,1.63168234,2.940314034
24283,1,233,20628,E01033604,Westminster 009J,0.52,1.616385091,1.543513234,2.497529436
24284,1,233,20629,E01033604,Westminster 009J,0.54,1.857272119,1.633239313,3.035976776
24285,1,233,20630,E01033604,Westminster 009J,0.49,1.764676748,1.607583319,2.837048407
24286,1,233,20631,E01033604,Westminster 009J,0.44,1.44598829,1.491466023,2.156642405
24287,1,233,20632,E01033604,Westminster 009J,0.49,1.530705203,1.602972069,2.452389022
24288,1,233,20633,E01033604,Westminster 009J,0.45,1.376388991,1.601308045,2.203231287
24289,1,233,20634,E01033604,Westminster 009J,0.45,1.274537207,1.625442885,2.071812043
24290,1,233,20635,E01033604,Westminster 009J,0.44,1.168719336,1.561148667,1.827269741
24291,1,233,20636,E01033604,Westminster 009J,0.4,1.54874971,1.487901945,2.304817603
24292,1,233,20637,E01033604,Westminster 009J,0.48,1.788115914,1.604064656,2.868503636
24293,1,233,20638,E01033604,Westminster 009J,0.49,1.78222785,1.600740573,2.85288443
24294,1,233,20639,E01033604,Westminster 009J,0.51,1.062788539,1.397008776,1.484724916
24295,1,233,20640,E01033604,Westminster 009J,0.59,1.074044712,1.504627111,1.616036792
24296,1,233,20641,E01033604,Westminster 009J,0.48,0.88533249,1.434770266,1.270248733
24297,1,233,20642,E01033604,Westminster 009J,0.52,1.109908399,1.459461748,1.619903424
24298,1,233,20643,E01033604,Westminster 009J,0.52,1.033201013,1.547289527,1.597094795
24299,1,233,20644,E01033604,Westminster 009J,0.47,1.122535175,1.555491441,1.746151153
24300,1,233,20798,E01033604,Westminster 009J,0.4,0.944722032,1.323281924,1.250133588
24301,1,233,20799,E01033604,Westminster 009J,0.36,1.126788011,1.398546495,1.575290232
24302,1,233,24498,E01033604,Westminster 009J,0.6,1.266021834,1.627072984,2.059909924
24303,1,233,24499,E01033604,Westminster 009J,0.5,1.120668035,1.652496607,1.851900125
24304,1,233,24625,E01033604,Westminster 009J,0.55,1.226269329,1.618590199,1.984127343
24305,1,233,24627,E01033604,Westminster 009J,0.51,0.897324097,1.723910845,1.546906743
24306,1,233,24652,E01033604,Westminster 009J,0.53,1.858154949,1.645121731,3.056922676
24307,1,233,24653,E01033604,Westminster 009J,0.51,2.13304182,1.674283657,3.571317059
24308,1,233,24655,E01033604,Westminster 009J,0.54,1.0213281,1.519095116,1.551494528
24309,1,233,24948,E01033604,Westminster 009J,0.44,1.697911892,1.577028577,2.677655575
24310,1,234,20443,E01033605,Westminster 009K,0.39,2.106122487,1.73490192,3.653915946
24311,1,234,20444,E01033605,Westminster 009K,0.37,1.876106063,1.681599992,3.154859941
24312,1,234,20445,E01033605,Westminster 009K,0.35,1.9268542,1.742834125,3.358187253
24313,1,234,20446,E01033605,Westminster 009K,0.37,1.961302536,1.727888451,3.388912002
24314,1,234,20447,E01033605,Westminster 009K,0.49,1.262186511,1.702665998,2.149082056
24315,1,234,20448,E01033605,Westminster 009K,0.4,1.710273581,1.750753377,2.994270362
24316,1,234,20449,E01033605,Westminster 009K,0.52,1.256459278,1.679171671,2.109810825
24317,1,234,20450,E01033605,Westminster 009K,0.55,1.096247205,1.64508119,1.804306205
24318,1,234,20453,E01033605,Westminster 009K,0.54,1.433465378,1.662609856,2.382378854
24319,1,234,20454,E01033605,Westminster 009K,0.44,1.617607133,1.61624281,2.613101107
24320,1,234,20455,E01033605,Westminster 009K,0.44,1.764275951,1.65586559,2.921403839
24321,1,234,20456,E01033605,Westminster 009K,0.44,1.610961593,1.626379762,2.620035331
24322,1,234,20457,E01033605,Westminster 009K,0.55,1.487119969,1.673432236,2.488594495
24323,1,234,20458,E01033605,Westminster 009K,0.54,1.1159238,1.702665998,1.900045511
24324,1,234,20459,E01033605,Westminster 009K,0.55,0.972573745,1.684791545,1.637834237
24325,1,234,20624,E01033605,Westminster 009K,0.41,1.893024256,1.63233886,3.090087007
24326,1,234,20626,E01033605,Westminster 009K,0.52,1.890446865,1.642888026,3.105838945
24327,1,234,20627,E01033605,Westminster 009K,0.52,1.801988066,1.63168234,2.940314034
24328,1,234,20630,E01033605,Westminster 009K,0.49,1.764676748,1.607583319,2.837048407
24329,1,234,20632,E01033605,Westminster 009K,0.49,1.530705203,1.602972069,2.452389022
24330,1,234,20634,E01033605,Westminster 009K,0.45,1.274537207,1.625442885,2.071812043
24331,1,234,20637,E01033605,Westminster 009K,0.48,1.788115914,1.604064656,2.868503636
24332,1,234,20638,E01033605,Westminster 009K,0.49,1.78222785,1.600740573,2.85288443
24333,1,234,24496,E01033605,Westminster 009K,0.44,1.451894842,1.692819728,2.457796231
24334,1,234,24497,E01033605,Westminster 009K,0.37,1.718928862,1.755757263,3.018021833
24335,1,234,24498,E01033605,Westminster 009K,0.6,1.266021834,1.627072984,2.059909924
24336,1,234,24500,E01033605,Westminster 009K,0.51,1.211089413,1.690447124,2.047282615
24337,1,234,24625,E01033605,Westminster 009K,0.55,1.226269329,1.618590199,1.984127343
24338,1,234,24652,E01033605,Westminster 009K,0.53,1.858154949,1.645121731,3.056922676
24339,1,234,24654,E01033605,Westminster 009K,0.53,1.797366167,1.634390229,2.937597701
24340,1,234,24949,E01033605,Westminster 009K,0.41,1.835524922,1.617570083,2.9690902
24341,1,235,1671,E01033706,Hackney 033B,0.41,2.092669919,1.667325197,3.489138106
24342,1,235,1672,E01033706,Hackney 033B,0.6,2.313786558,1.663440382,3.848867974
24343,1,235,1673,E01033706,Hackney 033B,0.6,2.005432008,1.664182361,3.337412645
24344,1,235,1674,E01033706,Hackney 033B,0.55,1.832055132,1.674756233,3.06824575
24345,1,235,1675,E01033706,Hackney 033B,0.55,1.626529036,1.674905486,2.724282405
24346,1,235,1677,E01033706,Hackney 033B,0.58,1.706376986,1.672347236,2.853484806
24347,1,235,1678,E01033706,Hackney 033B,0.36,1.677843477,1.684442788,2.823734753
24348,1,235,2165,E01033706,Hackney 033B,0.53,3.048971954,1.64944063,5.02932642
24349,1,235,2166,E01033706,Hackney 033B,0.37,2.955694805,1.661184847,4.909590601
24350,1,235,2167,E01033706,Hackney 033B,0.59,3.285944265,1.65370881,5.43360646
24351,1,235,2168,E01033706,Hackney 033B,0.35,3.110171012,1.663279327,5.173083147
24352,1,235,2169,E01033706,Hackney 033B,0.43,2.366610137,1.678945661,3.97340982
24353,1,235,2170,E01033706,Hackney 033B,0.56,3.28665829,1.650991345,5.425875848
24354,1,235,2171,E01033706,Hackney 033B,0.47,3.154990833,1.658086433,5.229052272
24355,1,235,2172,E01033706,Hackney 033B,0.36,2.621108208,1.673331198,4.386001472
24356,1,235,2173,E01033706,Hackney 033B,0.45,3.484884709,1.631441145,5.685173354
24357,1,235,2174,E01033706,Hackney 033B,0.37,3.686730753,1.641486033,6.052015058
24358,1,235,2175,E01033706,Hackney 033B,0.52,3.459762098,1.645666766,5.693567004
24359,1,235,2177,E01033706,Hackney 033B,0.36,3.712056027,1.637681678,6.079076102
24360,1,235,2179,E01033706,Hackney 033B,0.5,4.073586306,1.640601942,6.682819828
24361,1,235,2182,E01033706,Hackney 033B,0.47,2.547834933,1.649775096,4.204036166
24362,1,235,2184,E01033706,Hackney 033B,0.45,2.537155685,1.646960091,4.1774779
24363,1,235,2192,E01033706,Hackney 033B,0.58,1.729894175,1.67468103,2.897020958
24364,1,235,2204,E01033706,Hackney 033B,0.56,1.755644278,1.68321486,2.955126538
24365,1,235,2205,E01033706,Hackney 033B,0.48,1.615696125,1.665510127,2.690958259
24366,1,235,2206,E01033706,Hackney 033B,0.48,1.635462225,1.671616921,2.73386633
24367,1,235,2714,E01033706,Hackney 033B,0.54,2.788469628,1.635705463,4.560940263
24368,1,235,2715,E01033706,Hackney 033B,0.36,2.935313261,1.646009875,4.83120017
24369,1,235,19809,E01033706,Hackney 033B,0.53,1.378630582,1.723062717,2.362244895
24370,1,235,19814,E01033706,Hackney 033B,0.38,2.161602177,1.780925756,3.84966388
24371,1,235,19815,E01033706,Hackney 033B,0.3,2.00698999,1.79473514,3.601904795
24372,1,235,19816,E01033706,Hackney 033B,0.41,2.002837535,1.805351977,3.615826703
24373,1,235,19817,E01033706,Hackney 033B,0.41,2.077987141,1.781387218,3.701793514
24374,1,235,19819,E01033706,Hackney 033B,0.32,2.145842697,1.781931988,3.823750479
24375,1,235,19820,E01033706,Hackney 033B,0.42,2.100534682,1.782804288,3.744847918
24376,1,235,19822,E01033706,Hackney 033B,0.54,2.043765762,1.803700125,3.685643471
24377,1,235,19824,E01033706,Hackney 033B,0.47,1.674221289,1.799467893,3.012707454
24378,1,235,19956,E01033706,Hackney 033B,0.39,2.757176195,1.709659906,4.713833595
24379,1,235,19957,E01033706,Hackney 033B,0.39,2.571479812,1.715700383,4.411888898
24380,1,235,19958,E01033706,Hackney 033B,0.41,2.358619524,1.718002052,4.052113184
24381,1,235,19959,E01033706,Hackney 033B,0.46,2.07227348,1.740860777,3.60753962
24382,1,235,19960,E01033706,Hackney 033B,0.49,2.39955352,1.719821688,4.125519186
24383,1,235,19961,E01033706,Hackney 033B,0.32,2.20539852,1.732444507,3.820818148
24384,1,235,19962,E01033706,Hackney 033B,0.36,2.002162585,1.757007429,3.518432452
24385,1,235,19964,E01033706,Hackney 033B,0.37,2.76480268,1.692004466,4.676950855
24386,1,235,19965,E01033706,Hackney 033B,0.37,1.880736721,1.706286858,3.20907635
24387,1,235,19966,E01033706,Hackney 033B,0.45,2.096533375,1.764331196,3.698984849
24388,1,235,19968,E01033706,Hackney 033B,0.57,2.055979881,1.777025536,3.653528751
24389,1,235,19971,E01033706,Hackney 033B,0.46,1.922173956,1.718659214,3.303561981
24390,1,235,19972,E01033706,Hackney 033B,0.46,1.710727706,1.71726883,2.937779367
24391,1,235,19973,E01033706,Hackney 033B,0.47,1.251666193,1.724176303,2.15809319
24392,1,235,19976,E01033706,Hackney 033B,0.47,1.31332852,1.796044384,2.358796313
24393,1,235,20084,E01033706,Hackney 033B,0.44,1.877332642,1.666274963,3.128161435
24394,1,235,20086,E01033706,Hackney 033B,0.55,2.79859014,1.674363589,4.685581883
24395,1,235,20087,E01033706,Hackney 033B,0.43,2.464498227,1.649419641,4.064536643
24396,1,235,20088,E01033706,Hackney 033B,0.43,2.137023025,1.661059459,3.550208271
24397,1,235,20089,E01033706,Hackney 033B,0.33,2.756853275,1.661465487,4.580644088
24398,1,235,20090,E01033706,Hackney 033B,0.45,3.442207088,1.661293287,5.718096944
24399,1,235,20091,E01033706,Hackney 033B,0.57,2.682326446,1.691991604,4.538473825
24400,1,235,20092,E01033706,Hackney 033B,0.41,2.31059926,1.689272655,3.903232148
24401,1,235,20093,E01033706,Hackney 033B,0.49,2.540676282,1.673058102,4.250793237
24402,1,235,20094,E01033706,Hackney 033B,0.49,2.635808107,1.662303424,4.381362186
24403,1,235,20096,E01033706,Hackney 033B,0.56,2.595596429,1.670106754,4.334923126
24404,1,235,20097,E01033706,Hackney 033B,0.62,2.367974238,1.673387005,3.962537317
24405,1,235,20098,E01033706,Hackney 033B,0.52,2.772935902,1.661170818,4.606466121
24406,1,235,20099,E01033706,Hackney 033B,0.6,2.626098164,1.679731735,4.411179319
24407,1,235,20106,E01033706,Hackney 033B,0.4,1.913718091,1.679111335,3.213345739
24408,1,235,20107,E01033706,Hackney 033B,0.42,1.876397806,1.697300545,3.183897303
24409,1,235,20189,E01033706,Hackney 033B,0.53,3.702564551,1.649967114,6.108592931
24410,1,235,20190,E01033706,Hackney 033B,0.47,2.776952411,1.662552204,4.616316238
24411,1,235,20191,E01033706,Hackney 033B,0.54,3.758276202,1.64910739,6.197543999
24412,1,235,24432,E01033706,Hackney 033B,0.39,2.713671577,1.71117045,4.643554614
24413,1,235,24433,E01033706,Hackney 033B,0.45,2.18119121,1.734282903,3.782802625
24414,1,235,24434,E01033706,Hackney 033B,0.54,2.14535524,1.764501236,3.784587725
24415,1,235,24435,E01033706,Hackney 033B,0.52,1.967200693,1.750698179,3.443974671
24416,1,235,24449,E01033706,Hackney 033B,0.59,2.749021409,1.68653335,4.63631668
24417,1,235,24450,E01033706,Hackney 033B,0.54,2.47964132,1.662162637,4.121589673
24418,1,235,24451,E01033706,Hackney 033B,0.39,2.606384877,1.698269787,4.426344688
24419,1,235,24575,E01033706,Hackney 033B,0.3,1.79243946,1.70611415,3.058106324
24420,1,235,24576,E01033706,Hackney 033B,0.51,1.789022105,1.728019524,3.091465127
24421,1,236,1195,E01033708,Hackney 033C,0.54,1.25398728,1.670922475,2.094351326
24422,1,236,1647,E01033708,Hackney 033C,0.58,1.828616485,1.632434707,2.985097015
24423,1,236,1648,E01033708,Hackney 033C,0.53,1.719171921,1.654927883,2.845105547
24424,1,236,1649,E01033708,Hackney 033C,0.52,1.94691529,1.6461764,3.205309893
24425,1,236,1650,E01033708,Hackney 033C,0.59,1.675214393,1.653179812,2.769365891
24426,1,236,1652,E01033708,Hackney 033C,0.52,1.421580938,1.620446999,2.303925409
24427,1,236,1653,E01033708,Hackney 033C,0.48,1.624473138,1.648288664,2.677522885
24428,1,236,1654,E01033708,Hackney 033C,0.52,1.554224326,1.666218928,2.58967799
24429,1,236,1655,E01033708,Hackney 033C,0.55,1.596716602,1.675780136,2.675745963
24430,1,236,1660,E01033708,Hackney 033C,0.52,1.513595818,1.657244755,2.508281371
24431,1,236,1668,E01033708,Hackney 033C,0.43,2.966706054,1.609461436,4.774792081
24432,1,236,1669,E01033708,Hackney 033C,0.34,2.454621641,1.633841582,4.010336248
24433,1,236,1670,E01033708,Hackney 033C,0.51,2.905231729,1.644547613,4.780674788
24434,1,236,1671,E01033708,Hackney 033C,0.41,2.092669919,1.667325197,3.489138106
24435,1,236,1673,E01033708,Hackney 033C,0.6,2.005432008,1.664182361,3.337412645
24436,1,236,1674,E01033708,Hackney 033C,0.55,1.832055132,1.674756233,3.06824575
24437,1,236,2140,E01033708,Hackney 033C,0.46,1.580474316,1.633571338,2.581817544
24438,1,236,2141,E01033708,Hackney 033C,0.48,1.539810862,1.616990495,2.489859528
24439,1,236,2142,E01033708,Hackney 033C,0.49,1.694974293,1.616990495,2.740757321
24440,1,236,2143,E01033708,Hackney 033C,0.44,1.919925594,1.609293477,3.090603216
24441,1,236,2144,E01033708,Hackney 033C,0.5,1.760602786,1.617145211,2.847150365
24442,1,236,2145,E01033708,Hackney 033C,0.59,1.930380554,1.629119697,3.144820983
24443,1,236,2146,E01033708,Hackney 033C,0.57,2.051173448,1.625361871,3.333899114
24444,1,236,2147,E01033708,Hackney 033C,0.41,1.233574035,1.637910324,2.020373568
24445,1,236,2148,E01033708,Hackney 033C,0.53,1.413390898,1.647143603,2.328473694
24446,1,236,2149,E01033708,Hackney 033C,0.53,1.371299011,1.637716972,2.245799664
24447,1,236,2150,E01033708,Hackney 033C,0.49,1.405164924,1.631461835,2.292403083
24448,1,236,2151,E01033708,Hackney 033C,0.52,1.709268133,1.653066997,2.82442934
24449,1,236,2152,E01033708,Hackney 033C,0.35,2.48161867,1.60487782,3.98269476
24450,1,236,2153,E01033708,Hackney 033C,0.48,2.781981,1.627720637,4.528287885
24451,1,236,2154,E01033708,Hackney 033C,0.35,2.308875321,1.605752269,3.707481787
24452,1,236,2155,E01033708,Hackney 033C,0.4,2.609636838,1.60711415,4.193984289
24453,1,236,2156,E01033708,Hackney 033C,0.48,2.976446148,1.634834175,4.866258066
24454,1,236,2157,E01033708,Hackney 033C,0.55,3.317242914,1.637556521,5.431891977
24455,1,236,2158,E01033708,Hackney 033C,0.53,3.200936462,1.634252193,5.231219959
24456,1,236,2159,E01033708,Hackney 033C,0.52,3.506690535,1.63793224,5.744164459
24457,1,236,2160,E01033708,Hackney 033C,0.53,2.622218023,1.617730893,4.2416305
24458,1,236,2161,E01033708,Hackney 033C,0.46,4.042203589,1.639445809,6.626679405
24459,1,236,2162,E01033708,Hackney 033C,0.38,2.243820475,1.62102537,3.637289916
24460,1,236,2163,E01033708,Hackney 033C,0.47,2.792319735,1.613304879,4.504151987
24461,1,236,2164,E01033708,Hackney 033C,0.46,3.3263253,1.628017092,5.417339361
24462,1,236,2165,E01033708,Hackney 033C,0.53,3.048971954,1.64944063,5.02932642
24463,1,236,2166,E01033708,Hackney 033C,0.37,2.955694805,1.661184847,4.909590601
24464,1,236,2169,E01033708,Hackney 033C,0.43,2.366610137,1.678945661,3.97340982
24465,1,236,2171,E01033708,Hackney 033C,0.47,3.154990833,1.658086433,5.229052272
24466,1,236,2172,E01033708,Hackney 033C,0.36,2.621108208,1.673331198,4.386001472
24467,1,236,2173,E01033708,Hackney 033C,0.45,3.484884709,1.631441145,5.685173354
24468,1,236,2174,E01033708,Hackney 033C,0.37,3.686730753,1.641486033,6.052015058
24469,1,236,2176,E01033708,Hackney 033C,0.44,3.769582433,1.634527743,6.161642003
24470,1,236,2177,E01033708,Hackney 033C,0.36,3.712056027,1.637681678,6.079076102
24471,1,236,2178,E01033708,Hackney 033C,0.41,4.019370144,1.635998969,6.575323539
24472,1,236,2179,E01033708,Hackney 033C,0.5,4.073586306,1.640601942,6.682819828
24473,1,236,2180,E01033708,Hackney 033C,0.45,2.445487771,1.651056204,4.036328925
24474,1,236,2181,E01033708,Hackney 033C,0.53,2.255519366,1.659478436,3.742985749
24475,1,236,2182,E01033708,Hackney 033C,0.47,2.547834933,1.649775096,4.204036166
24476,1,236,2183,E01033708,Hackney 033C,0.28,2.110330156,1.659941419,3.503024435
24477,1,236,2184,E01033708,Hackney 033C,0.45,2.537155685,1.646960091,4.1774779
24478,1,236,2185,E01033708,Hackney 033C,0.42,2.399449593,1.65924526,3.981440806
24479,1,236,2186,E01033708,Hackney 033C,0.35,2.175355381,1.659595785,3.610210622
24480,1,236,2187,E01033708,Hackney 033C,0.48,2.056535953,1.655186981,3.403951534
24481,1,236,2188,E01033708,Hackney 033C,0.41,1.94044703,1.647332058,3.196560601
24482,1,236,2189,E01033708,Hackney 033C,0.39,1.937252584,1.670999442,3.237147986
24483,1,236,2190,E01033708,Hackney 033C,0.52,2.082871623,1.650859073,3.438527517
24484,1,236,2191,E01033708,Hackney 033C,0.36,2.038957197,1.676970471,3.419271011
24485,1,236,2192,E01033708,Hackney 033C,0.58,1.729894175,1.67468103,2.897020958
24486,1,236,2193,E01033708,Hackney 033C,0.53,1.804859468,1.693370451,3.05629569
24487,1,236,2194,E01033708,Hackney 033C,0.36,1.914368144,1.665907495,3.189160239
24488,1,236,2636,E01033708,Hackney 033C,0.5,1.111235022,1.630007256,1.81132115
24489,1,236,2638,E01033708,Hackney 033C,0.46,1.048720858,1.617289417,1.696085145
24490,1,236,2639,E01033708,Hackney 033C,0.48,0.982509824,1.640104486,1.609894565
24491,1,236,2641,E01033708,Hackney 033C,0.35,1.551335248,1.553266446,2.409636988
24492,1,236,2642,E01033708,Hackney 033C,0.46,1.398220187,1.596724103,2.231110452
24493,1,236,2643,E01033708,Hackney 033C,0.44,1.477495008,1.600240396,2.363586302
24494,1,236,2644,E01033708,Hackney 033C,0.48,1.329183744,1.615801028,2.148101738
24495,1,236,2645,E01033708,Hackney 033C,0.49,1.400097094,1.618686257,2.266317926
24496,1,236,2646,E01033708,Hackney 033C,0.46,1.558728856,1.606629213,2.503574132
24497,1,236,2647,E01033708,Hackney 033C,0.5,1.207104079,1.630381845,1.968040576
24498,1,236,2648,E01033708,Hackney 033C,0.49,1.176948637,1.6303334,1.918818672
24499,1,236,2649,E01033708,Hackney 033C,0.51,1.335486347,1.635860117,2.183939803
24500,1,236,2650,E01033708,Hackney 033C,0.53,1.409780102,1.623123114,2.288253228
24501,1,236,2651,E01033708,Hackney 033C,0.47,1.996528352,1.601378826,3.196531607
24502,1,236,2652,E01033708,Hackney 033C,0.58,1.437072601,1.62194297,2.330849804
24503,1,236,2653,E01033708,Hackney 033C,0.58,1.447299547,1.618438358,2.342365103
24504,1,236,2654,E01033708,Hackney 033C,0.54,1.537429025,1.620544015,2.491471406
24505,1,236,2655,E01033708,Hackney 033C,0.41,1.773077885,1.613102216,2.860719978
24506,1,236,2656,E01033708,Hackney 033C,0.44,1.163437352,1.646743829,1.915883279
24507,1,236,2657,E01033708,Hackney 033C,0.47,1.194311553,1.635378331,1.953151234
24508,1,236,2658,E01033708,Hackney 033C,0.41,1.257018463,1.643252544,2.065598787
24509,1,236,2659,E01033708,Hackney 033C,0.47,1.289998085,1.649851672,2.128305497
24510,1,236,2660,E01033708,Hackney 033C,0.4,1.945491154,1.591485147,3.09962902
24511,1,236,2661,E01033708,Hackney 033C,0.43,2.15964771,1.611399821,3.480055933
24512,1,236,2662,E01033708,Hackney 033C,0.42,2.592433394,1.615034286,4.186868814
24513,1,236,2663,E01033708,Hackney 033C,0.55,2.144679266,1.602228844,3.437824936
24514,1,236,2664,E01033708,Hackney 033C,0.4,2.371623911,1.617929426,3.837120113
24515,1,236,2665,E01033708,Hackney 033C,0.53,2.019156333,1.587754166,3.205923879
24516,1,236,2666,E01033708,Hackney 033C,0.49,2.772079622,1.619545212,4.489847974
24517,1,236,2667,E01033708,Hackney 033C,0.47,2.406709523,1.612852747,3.881668066
24518,1,236,2668,E01033708,Hackney 033C,0.52,2.51811696,1.622975449,4.08684758
24519,1,236,2669,E01033708,Hackney 033C,0.53,2.091294078,1.584303348,3.31324421
24520,1,236,2670,E01033708,Hackney 033C,0.53,2.300433428,1.605659029,3.69453589
24521,1,236,2671,E01033708,Hackney 033C,0.54,1.96037839,1.593167726,3.123211581
24522,1,236,2672,E01033708,Hackney 033C,0.5,1.764876463,1.562040922,2.758695375
24523,1,236,2673,E01033708,Hackney 033C,0.47,2.162083249,1.598224929,3.455569304
24524,1,236,2674,E01033708,Hackney 033C,0.45,2.644435372,1.636012979,4.326677284
24525,1,236,2675,E01033708,Hackney 033C,0.47,2.594450133,1.620324429,4.204506367
24526,1,236,2676,E01033708,Hackney 033C,0.57,2.721521726,1.631396449,4.439884104
24527,1,236,2677,E01033708,Hackney 033C,0.41,3.105297593,1.634654855,5.075958408
24528,1,236,2678,E01033708,Hackney 033C,0.43,2.797423937,1.638954964,4.584157493
24529,1,236,2679,E01033708,Hackney 033C,0.57,2.454504604,1.620608312,3.977790562
24530,1,236,2680,E01033708,Hackney 033C,0.49,2.277851371,1.616455991,3.681976352
24531,1,236,2681,E01033708,Hackney 033C,0.42,2.615412596,1.631980301,4.268139803
24532,1,236,2682,E01033708,Hackney 033C,0.53,2.724966928,1.642620787,4.476244333
