FID,TARGET_FID,score_perc,accessibility,WDI,HSA
25806,118,0.47,1.235427919,1.589954573,1.964273762
25807,118,0.51,1.200709752,1.567828214,1.882506625
25808,118,0.51,1.28872943,1.497548309,1.92993458
25809,118,0.52,1.26328671,1.555618976,1.964104474
25810,118,0.52,1.312498544,1.568156545,2.058203183
25811,118,0.46,1.162027791,1.559921226,1.812671817
25812,118,0.5,1.304427739,1.545351785,2.016225751
25813,118,0.49,1.317578776,1.549448441,2.041520379
25814,118,0.48,1.26622871,1.557279499,1.97187201
25815,118,0.5,1.16307583,1.542890604,1.794498769
25816,118,0.48,0.859367103,1.533298598,1.317666375
25817,118,0.43,0.856929833,1.551211148,1.329185076
25818,118,0.5,0.786782678,1.554251724,1.222837977
25819,118,0.49,1.328815972,1.564524969,2.078965767
25820,118,0.41,1.339833493,1.55412046,2.082262645
25821,118,0.48,1.33761821,1.561521607,2.088719737
25822,118,0.4,1.367136788,1.563087175,2.13695398
25823,118,0.5,1.336546975,1.538354447,2.056082982
25824,118,0.42,1.360415135,1.541493819,2.097071522
25825,118,0.42,1.418637444,1.54577023,2.192887528
25826,118,0.42,1.41983442,1.545768493,2.194735311
25827,118,0.43,1.371322798,1.543041953,2.116008608
25828,118,0.51,1.307512734,1.539668244,2.013135836
25829,118,0.46,0.851690327,1.543603641,1.314628495
25830,118,0.43,1.489835934,1.558396869,2.321755655
25831,118,0.39,1.456822443,1.495874346,2.17910873
25832,118,0.42,1.562054504,1.516835639,2.368320897
25833,118,0.48,1.453672958,1.554841825,2.260231516
25834,118,0.43,1.42373176,1.534828138,2.185183566
25835,118,0.49,1.199160011,1.527647667,1.831893993
25836,118,0.49,0.964685444,1.531408442,1.477327432
25837,118,0.58,0.568796173,1.600070793,0.910114143
25838,118,0.49,0.61610991,1.592732159,0.981298066
25839,118,0.45,0.515510276,1.566200981,0.8073927
25840,118,0.53,0.577641506,1.546829045,0.89351266
25841,118,0.59,0.714357669,1.562795463,1.116394925
25842,118,0.55,0.687901699,1.564330018,1.076105278
25843,118,0.54,0.639076517,1.569883547,1.00327571
25844,118,0.63,0.537977941,1.597710916,0.85953323
25845,118,0.57,0.431885412,1.561722831,0.674485309
25846,118,0.58,0.515827336,1.604422613,0.827605042
25847,118,0.57,0.518772868,1.612316504,0.836426057
25848,118,0.47,1.380185204,1.482175111,2.045676157
25849,118,0.49,1.261603205,1.499871005,1.892242068
25850,118,0.49,1.218864929,1.504658556,1.833975544
25851,118,0.49,1.173333251,1.489730174,1.747949949
25852,118,0.49,1.266896588,1.493801028,1.892491425
25853,118,0.5,1.334043056,1.466103857,1.955845671
25854,118,0.51,1.328677882,1.490206087,1.979926508
25855,118,0.54,1.457704842,1.48787297,2.168879631
25856,118,0.53,1.519567357,1.50566593,2.287960799
25857,118,0.51,1.413357179,1.529990774,2.162423444
25858,118,0.53,1.419052144,1.51113973,2.144387879
25859,118,0.53,1.426581993,1.511701548,2.156590939
25860,118,0.53,1.415500765,1.508851547,2.135780518
25861,118,0.58,1.400413683,1.515464286,2.122275735
25862,118,0.54,1.43780328,1.521609865,2.187775655
25863,118,0.49,1.057188916,1.509031118,1.595495733
25864,118,0.55,1.189455154,1.514871106,1.801871245
25865,118,0.5,1.061531546,1.522174255,1.615788028
25866,118,0.57,1.05690691,1.516765063,1.603079475
25867,118,0.51,1.145499148,1.523023618,1.744622257
25868,118,0.58,1.041336664,1.51955584,1.582369209
25869,118,0.49,1.141110627,1.509496615,1.72250263
25870,118,0.55,0.995966488,1.518836351,1.512710107
25871,118,0.57,1.036718409,1.512692131,1.56823578
25872,118,0.54,1.049857142,1.516146377,1.591737103
25873,118,0.53,1.179367382,1.527529875,1.801518909
25874,118,0.41,1.215431388,1.538636718,1.870107362
25875,118,0.47,1.22013453,1.526857445,1.862971491
25876,118,0.4,1.062958847,1.520091844,1.615795074
25877,118,0.48,1.043996013,1.508780603,1.575083876
25878,118,0.48,1.090951904,1.509686833,1.64662002
25879,118,0.48,1.072959106,1.521932207,1.632978523
25880,118,0.48,1.037476658,1.514859617,1.571631494
25881,118,0.48,1.063430635,1.503567505,1.598939746
25882,118,0.54,1.199168953,1.52955566,1.834308494
25883,118,0.51,1.162794092,1.564854067,1.819579174
25884,118,0.51,1.180619158,1.570714118,1.854297425
25885,118,0.44,1.134345811,1.518664644,1.722626635
25886,118,0.55,1.129535047,1.526779289,1.724434282
25887,118,0.55,1.120862179,1.511669755,1.694373456
25888,118,0.5,1.078905227,1.564487086,1.687921123
25889,118,0.52,1.085252452,1.556862616,1.689608586
25890,118,0.57,1.054258752,1.5579024,1.64243224
25891,118,0.54,1.079885182,1.54329463,1.666500611
25892,118,0.57,1.075092381,1.551782818,1.668316373
25893,118,0.45,1.199741223,1.577193412,1.892795958
25894,118,0.47,1.068805676,1.533426356,1.640247582
25895,118,0.5,1.033196432,1.539267504,1.590453022
25896,118,0.49,0.671564998,1.539263995,1.033732113
25897,118,0.5,0.504815491,1.522701448,0.76868328
25898,118,0.51,0.911688671,1.538823264,1.402927737
25899,118,0.5,1.00164944,1.553956284,1.556526677
25900,118,0.53,0.867700818,1.523728657,1.322140602
25901,118,0.41,0.43687115,1.581715335,0.691005797
25902,118,0.6,0.474648335,1.537739369,0.729885431
25903,118,0.56,0.503589773,1.533508356,0.772259125
25904,118,0.5,0.558362946,1.526991987,0.852615744
25905,119,0.49,1.55908475,1.782332642,2.777942956
25906,119,0.31,1.874089432,1.778101447,3.33232113
25907,119,0.43,2.279461765,1.785568856,4.070135936
25908,119,0.43,1.893312644,1.775755931,3.362035404
25909,119,0.41,2.256945165,1.786515751,4.032443699
25910,119,0.31,2.196798678,1.793071381,3.939016838
25911,119,0.42,2.279721369,1.792351809,4.088731688
25912,119,0.51,1.107552889,1.774881825,1.965775492
25913,119,0.52,1.346527863,1.770214581,2.383643258
25914,119,0.41,1.895539435,1.773702346,3.362122743
25915,119,0.41,1.949344172,1.768378986,3.447179269
25916,119,0.46,1.360090675,1.764232344,2.399518728
25917,119,0.43,1.355455648,1.752589522,2.375557365
25918,119,0.56,1.016005604,1.762712473,1.79092575
25919,119,0.53,1.32901575,1.743117113,2.316630097
25920,119,0.49,1.389266687,1.737629897,2.414024393
25921,119,0.51,1.330122003,1.735963763,2.309042337
25922,119,0.57,1.160646969,1.797838526,2.086655837
25923,119,0.53,1.315297453,1.83703523,2.416247758
25924,119,0.46,1.698043498,1.788337007,3.035383018
25925,119,0.43,1.082749208,1.811817265,1.96174371
25926,119,0.39,2.188606266,1.749474816,3.83060488
25927,119,0.57,1.682763059,1.71858683,2.891833454
25928,119,0.39,2.284692722,1.806884586,4.128176064
25929,119,0.44,2.29581343,1.786847255,4.102527999
25930,119,0.31,2.272986571,1.793998869,4.077684995
25931,119,0.43,2.27873175,1.80977194,4.12360805
25932,119,0.39,2.281063239,1.825535453,4.164116419
25933,119,0.35,2.251815425,1.822290136,4.103500318
25934,119,0.41,2.287030308,1.830661816,4.186753574
25935,119,0.57,2.263390132,1.798366461,4.071375225
25936,119,0.42,2.329235182,1.80903584,4.213669923
25937,119,0.39,2.212095583,1.791644472,3.965460219
25938,119,0.37,2.415650359,1.811135083,4.375124548
25939,119,0.42,2.383763274,1.817625476,4.332788854
25940,119,0.4,2.409310228,1.809659502,4.359842917
25941,119,0.53,2.339723328,1.814407405,4.244932549
25942,119,0.48,2.3344362,1.798401058,4.198252533
25943,119,0.54,1.510202845,1.759470217,2.657637196
25944,119,0.55,1.423672931,1.795558493,2.556229274
25945,119,0.58,1.198997675,1.765973335,2.117242986
25946,119,0.48,1.553664427,1.796197684,2.790859312
25947,119,0.48,1.128894202,1.81992713,2.054505185
25948,119,0.45,1.748406002,1.777289104,3.107422937
25949,119,0.58,1.935391821,1.766626986,3.420333246
25950,119,0.3,2.22409104,1.78559427,3.971281648
25951,119,0.39,1.37560329,1.771499698,2.436928728
25952,119,0.4,1.250235513,1.775171043,2.219381879
25953,119,0.49,1.108924616,1.760080968,1.951797112
25954,119,0.49,1.240836728,1.765075878,2.190170978
25955,119,0.43,1.368455312,1.742708119,2.384786853
25956,119,0.44,1.352990312,1.754722365,2.374122361
25957,119,0.42,1.405440509,1.780995291,2.503045199
25958,119,0.57,1.38189323,1.757799774,2.429347923
25959,119,0.57,1.40874387,1.76704344,2.489286179
25960,119,0.5,1.281439036,1.752718984,2.246144859
25961,119,0.54,1.361123623,1.768440197,2.407755939
25962,119,0.47,1.412965996,1.738969608,2.457104923
25963,119,0.59,1.361467299,1.731739262,2.35768855
25964,119,0.38,1.375680868,1.719029395,2.364830792
25965,119,0.32,0.578915682,1.693392094,0.98033124
25966,119,0.49,1.01511881,1.680955925,1.706369979
25967,119,0.47,1.036629242,1.681916098,1.743523411
25968,119,0.46,1.096000314,1.710137296,1.874254987
25969,119,0.39,0.792311504,1.702370016,1.34866903
25970,119,0.41,0.991141061,1.688187657,1.673232105
25971,119,0.47,1.217592161,1.694012434,2.062624945
25972,119,0.38,1.225694896,1.684636692,2.065391672
25973,119,0.4,0.951434825,1.709947983,1.626904061
25974,119,0.41,1.097958885,1.716786592,1.884961093
25975,119,0.53,1.423158478,1.710131879,2.434528432
25976,119,0.43,1.328160549,1.719230268,2.283761624
25977,119,0.39,1.744000228,1.735696904,3.02706606
25978,119,0.38,1.783120344,1.737813942,3.098735887
25979,119,0.56,1.08718342,1.707724347,1.856578484
25980,119,0.53,0.94133618,1.708629821,1.608284096
25981,119,0.55,1.147462537,1.714442842,1.967621316
25982,119,0.57,1.174292459,1.735099726,2.037136971
25983,119,0.64,1.092565543,1.71720279,1.876573821
25984,119,0.58,1.131523468,1.687618639,1.909846009
25985,119,0.5,1.160665547,1.703724993,1.977420344
25986,119,0.43,1.187569932,1.706503168,2.026602289
25987,119,0.43,1.196327081,1.712754697,2.049000757
25988,119,0.51,1.226242536,1.746584452,2.141142251
25989,119,0.5,1.139643051,1.742307733,1.986016987
25990,119,0.57,1.391272471,1.721045919,2.395262996
25991,119,0.5,1.542105341,1.731168689,2.669644481
25992,119,0.62,1.558846414,1.722119258,2.683928389
25993,119,0.59,1.012912675,1.697997504,1.719923194
25994,119,0.51,0.844324136,1.695940936,1.431923865
25995,119,0.59,0.78269562,1.659300402,1.298727156
25996,119,0.46,1.002112586,1.706416147,1.710021097
25997,119,0.55,0.984493102,1.711399007,1.68483235
25998,119,0.6,1.138313739,1.725495815,1.964155592
25999,119,0.5,1.040703164,1.732110818,1.802585341
26000,119,0.53,1.210286031,1.750013999,2.118592409
26001,119,0.56,1.095794399,1.731953929,1.897865415
26002,119,0.42,0.787278212,1.68111431,1.323504669
26003,119,0.52,0.471241839,1.667112581,0.785746794
26004,119,0.55,0.504498905,1.662742178,0.838854899
26005,119,0.55,0.536882822,1.680155514,0.9022492
26006,119,0.42,0.603021818,1.687676022,1.017705463
26007,119,0.51,0.617144686,1.669538577,1.03034686
26008,119,0.48,0.680339827,1.686705974,1.148244542
26009,119,0.45,0.629046397,1.681495038,1.057738396
26010,119,0.37,0.596880468,1.728131114,1.031487708
26011,119,0.39,0.672421131,1.719542535,1.156256736
26012,119,0.37,0.737456925,1.718122363,1.267003144
26013,119,0.34,0.538344098,1.676411271,0.902486114
26014,119,0.45,0.584974963,1.674037648,0.97927011
26015,119,0.39,0.587902738,1.678708499,0.986917322
26016,119,0.48,0.576192584,1.678855028,0.967343817
26017,119,0.56,0.637586071,1.689340048,1.077099684
26018,119,0.39,0.594543472,1.703061678,1.012544204
26019,119,0.56,0.771749162,1.68975388,1.304293517
26020,119,0.48,0.707521343,1.675209414,1.185298639
26021,119,0.43,0.845389684,1.671892912,1.413264519
26022,119,0.39,0.659464727,1.691122662,1.115235745
26023,119,0.48,0.811378852,1.684318186,1.366620156
26024,119,0.47,0.746261535,1.680122619,1.253810885
26025,119,0.45,0.743912797,1.736311344,1.291660475
26026,119,0.43,0.864657206,1.725877442,1.491748529
26027,119,0.49,0.888759411,1.709217996,1.519540268
26028,119,0.49,0.9805479,1.685025203,1.652247924
26029,119,0.52,0.542120278,1.737706064,0.942062155
26030,119,0.44,0.555588909,1.740315978,0.966900256
26031,119,0.55,0.566689848,1.740315978,0.986219397
26032,119,0.49,0.578314262,1.742837565,1.007935987
26033,119,0.51,0.596245259,1.722713241,1.027159602
26034,119,0.51,0.805510153,1.754669649,1.413404217
26035,119,0.52,0.800435568,1.73722157,1.390533934
26036,119,0.53,0.879182246,1.762002499,1.549121315
26037,119,0.59,0.866860398,1.745466735,1.512920739
26038,119,0.54,1.022119831,1.709665207,1.747446286
26039,119,0.52,0.75263816,1.689585977,1.27164688
26040,119,0.56,0.718737065,1.690276513,1.21486438
26041,119,0.56,0.96307154,1.676163456,1.614265321
26042,119,0.56,1.040787092,1.731455805,1.802076852
26043,119,0.62,0.501601102,1.657026213,0.831166174
26044,119,0.51,0.538651007,1.684784625,0.907510935
26045,119,0.62,0.507975933,1.675335848,0.851030291
26046,119,0.54,0.766921328,1.747372016,1.340096866
26047,119,0.52,0.82006316,1.742558519,1.429008045
26048,119,0.47,0.898014181,1.726416248,1.550355789
26049,119,0.57,0.910785698,1.723586788,1.569818195
26050,119,0.57,0.91491864,1.727298832,1.580337898
26051,119,0.56,0.919321728,1.71615493,1.577698516
26052,119,0.53,0.832295309,1.744746545,1.452261531
26053,119,0.57,0.993036103,1.704781793,1.692873583
26054,119,0.36,0.360459745,1.674887516,0.603729526
26055,119,0.56,0.389210288,1.691927699,0.658515667
26056,119,0.57,0.415797382,1.518603651,0.631431422
26057,119,0.29,0.44347344,1.554369994,0.689148232
26058,119,0.54,0.4213012,1.599854425,0.674020588
26059,119,0.58,0.455790036,1.63629953,0.745809022
26060,119,0.5,0.462371796,1.681141926,0.777312612
26061,119,0.51,0.424858859,1.622772211,0.68944915
26062,119,0.53,0.434370784,1.660955522,0.721470552
26063,119,0.53,0.427786013,1.678599045,0.718081192
26064,119,0.53,0.430037345,1.678599045,0.721860276
26065,119,0.62,0.439620498,1.557703324,0.684849441
26066,119,0.53,0.430972411,1.678599045,0.723429877
26067,119,0.47,0.435396446,1.677165574,0.730231931
26068,119,0.47,0.446114319,1.698715775,0.75782143
26069,119,0.56,0.465027064,1.656453488,0.770295703
26070,119,0.48,0.451431953,1.700761376,0.767778029
26071,119,0.59,0.476226349,1.691174295,0.80538176
26072,119,0.61,0.486170579,1.737403264,0.844674351
26073,119,0.59,0.493885299,1.730524004,0.854680365
26074,119,0.48,0.463594027,1.693032863,0.784879923
26075,119,0.47,0.550270753,1.732312539,0.953240925
26076,119,0.47,0.556142169,1.726300501,0.960068505
26077,119,0.57,0.545979382,1.736166596,0.947911165
26078,119,0.43,0.552407139,1.734056851,0.957905385
26079,119,0.5,0.477959851,1.454778286,0.695325613
26080,119,0.53,0.432337764,1.506422379,0.651303785
26081,119,0.51,0.483759537,1.680437149,0.812927497
26082,119,0.48,0.60165693,1.736686116,1.044889236
26083,119,0.56,0.631572059,1.299398254,0.820661251
26084,119,0.6,0.638118317,1.282237691,0.818219357
26085,119,0.63,0.594531332,1.275239769,0.758169999
26086,119,0.62,0.596926516,1.305204466,0.779111154
26087,119,0.61,0.59882726,1.354653217,0.811203274
26088,119,0.61,0.59750785,1.350717062,0.807064048
26089,119,0.3,0.477531196,1.36989551,0.654400112
26090,119,0.44,0.528083393,1.360799297,0.718618161
26091,119,0.28,0.588061604,1.341629047,0.789289341
26092,119,0.25,0.469087849,1.4171057,0.664747065
26093,119,0.47,0.701660821,1.244918033,0.873495319
26094,119,0.55,0.612772063,1.302641365,0.798222236
26095,119,0.53,0.623185799,1.28902163,0.803299974
26096,119,0.62,0.623145996,1.218947082,0.759581993
26097,119,0.52,0.674788672,1.245075765,0.840163022
26098,119,0.62,0.624830577,1.214008362,0.758549545
26099,119,0.48,0.705169156,1.228381599,0.866216815
26100,119,0.61,0.665473542,1.214008362,0.807890445
26101,119,0.61,0.666760098,1.254395657,0.836380971
26102,119,0.56,0.627834595,1.219212018,0.765463483
26103,119,0.64,0.643362185,1.22398921,0.787468373
26104,119,0.62,0.666655145,1.254395657,0.836249319
26105,119,0.62,0.67266381,1.320738262,0.888412832
26106,119,0.61,0.673223155,1.325324657,0.892239247
26107,119,0.61,0.67518236,1.302236485,0.879247103
26108,119,0.61,0.597537017,1.361552535,0.81357804
26109,119,0.55,0.639114451,1.371451598,0.876514536
26110,119,0.55,0.679022228,1.324099212,0.899092796
26111,119,0.55,0.679245918,1.324099212,0.899388985
26112,119,0.55,0.638097797,1.371451598,0.875120243
26113,119,0.53,0.637001208,1.371451598,0.873616325
26114,119,0.45,0.598736828,1.324099212,0.792786962
26115,119,0.47,0.635590542,1.366597489,0.868596438
26116,119,0.45,0.616552233,1.31552425,0.811089413
26117,119,0.45,0.595727202,1.313518845,0.782498907
26118,119,0.52,0.606541274,1.337090822,0.811000771
26119,119,0.47,0.632283636,1.309796583,0.828162946
26120,119,0.6,0.653205269,1.321753071,0.86337607
26121,119,0.62,0.574972879,1.31858449,0.758166099
26122,119,0.45,0.569564643,1.298550775,0.739608609
26123,119,0.55,0.630826824,1.297931883,0.818770247
26124,119,0.55,0.588823959,1.335667974,0.786473305
26125,119,0.55,0.540836247,1.340670968,0.725083455
26126,119,0.55,0.45395626,1.338219361,0.607493056
26127,119,0.57,0.550611904,1.325451376,0.729809306
26128,119,0.57,0.462113106,1.365532189,0.631030321
26129,119,0.64,0.556702057,1.344149714,0.747320529
26130,119,0.56,0.434376924,1.377345169,0.598209009
26131,119,0.59,0.446663083,1.375729175,0.614487435
26132,119,0.64,0.519433105,1.341449056,0.696421111
26133,119,0.58,0.428348247,1.438599209,0.616221449
26134,119,0.58,0.419357408,1.460728185,0.612567185
26135,119,0.61,0.439912359,1.407812393,0.619314071
26136,119,0.51,0.589309157,1.263910699,0.744834148
26137,119,0.53,0.583188226,1.28497787,0.749383965
26138,119,0.53,0.582449245,1.279973772,0.745519757
26139,119,0.53,0.564809862,1.272824751,0.719112982
26140,119,0.54,0.577998555,1.28497787,0.742715352
26141,119,0.53,0.576483115,1.295989251,0.747149557
26142,119,0.52,0.527594474,1.327067222,0.700073957
26143,119,0.53,0.570140758,1.301992323,0.742107729
26144,119,0.51,0.524934885,1.369443309,0.718868566
26145,119,0.51,0.562425708,1.351374235,0.760047611
26146,119,0.43,0.501166789,1.380424071,0.691822699
26147,119,0.45,0.446758521,1.450843962,0.647229183
26148,119,0.58,0.436283397,1.498897018,0.65394652
26149,119,0.56,0.421235861,1.566990724,0.660072686
26150,119,0.51,0.423980381,1.614767191,0.684629608
26151,119,0.52,0.726165463,1.208238657,0.877381184
26152,119,0.48,0.638803224,1.226683031,0.783609075
26153,119,0.51,0.631160542,1.25718825,0.793487617
26154,119,0.45,0.588717523,1.252253769,0.737223738
26155,119,0.45,0.524443025,1.325057576,0.694895522
26156,119,0.51,0.519232913,1.33833117,0.694905592
26157,119,0.57,0.498452929,1.364134337,0.679863759
26158,119,0.56,0.44694681,1.412591704,0.631348255
26159,119,0.59,0.437606321,1.423220749,0.622810397
26160,119,0.55,0.435160352,1.471055347,0.640146369
26161,119,0.46,0.545897833,1.230336402,0.671637976
26162,119,0.46,0.548774331,1.253022363,0.687626509
26163,119,0.46,0.555674683,1.252844615,0.696174035
26164,119,0.46,0.550310885,1.253022363,0.689551845
26165,119,0.55,0.564121249,1.253775909,0.707281632
26166,119,0.54,0.554888456,1.244320636,0.690459157
26167,119,0.54,0.56327534,1.260832543,0.710195879
26168,119,0.52,0.568613327,1.259762915,0.716317983
26169,119,0.54,0.571689353,1.259762915,0.720193046
26170,119,0.54,0.55930571,1.2544036,0.701595096
26171,119,0.57,0.614575199,1.286550822,0.790682228
26172,119,0.5,0.608046236,1.306573847,0.794457309
26173,119,0.61,0.539357457,1.283421791,0.693235438
26174,119,0.5,0.618847402,1.312236496,0.812105668
26175,119,0.52,0.505757099,1.265198974,0.639883362
26176,119,0.63,0.580504149,1.219846112,0.708125729
26177,119,0.6,0.508810403,1.175290082,0.597925212
26178,119,0.59,0.603871632,1.16879108,0.705799777
26179,119,0.62,0.589501915,1.23241743,0.726516024
26180,119,0.49,0.55903889,1.193087393,0.666982251
26181,119,0.49,0.615999889,1.194468256,0.735664902
26182,119,0.5,0.557208234,1.174675857,0.654539059
26183,119,0.5,0.584737717,1.208155975,0.706196517
26184,119,0.47,0.605580248,1.26334731,0.765058178
26185,119,0.51,0.642106728,1.232773455,0.791358309
26186,119,0.54,0.60537968,1.31406495,0.795508219
26187,119,0.54,0.662977447,1.249542666,0.828468353
26188,119,0.62,0.655539932,1.203576045,0.788573586
26189,119,0.54,0.620427822,1.2498165,0.775417447
26190,119,0.47,0.705579272,1.250798648,0.882537599
26191,119,0.64,0.501106469,1.206479597,0.60457473
26192,119,0.66,0.451077877,1.248994378,0.563393732
26193,119,0.49,0.615004668,1.329358369,0.817561603
26194,119,0.49,0.593628851,1.338690636,0.794685384
26195,119,0.52,0.623089708,1.201093177,0.748613137
26196,119,0.49,0.618155244,1.316114438,0.81308971
26197,119,0.52,0.616611804,1.285315587,0.791503933
26198,119,0.52,0.635654012,1.249912963,0.79451219
26199,119,0.53,0.467880309,1.360742816,0.636664769
26200,119,0.52,0.371324311,1.376772054,0.511228935
26201,119,0.54,0.380791224,1.315705562,0.501009131
26202,119,0.55,0.322648126,1.369175241,0.441761826
26203,119,0.53,0.37818002,1.34988708,0.510500322
26204,119,0.51,0.507761054,1.372126851,0.696712576
26205,119,0.59,0.474280588,1.353873033,0.642115699
26206,119,0.5,0.429084405,1.282688306,0.550381549
26207,119,0.55,0.393731235,1.302702306,0.512914588
26208,119,0.51,0.434013851,1.285548203,0.557945727
26209,119,0.54,0.453352978,1.260079154,0.571260636
26210,119,0.45,0.491318837,1.207654806,0.593342754
26211,119,0.52,0.49266887,1.232384593,0.607157525
26212,119,0.53,0.421606843,1.257440421,0.530145487
26213,119,0.52,0.491859517,1.239033465,0.609430402
26214,119,0.52,0.458991543,1.28035621,0.587672673
26215,119,0.5,0.450657382,1.258906523,0.567335518
26216,119,0.54,0.453751052,1.251192523,0.567729923
26217,119,0.52,0.448130195,1.23078188,0.551550524
26218,119,0.62,0.452960716,1.258467558,0.570058144
26219,119,0.6,0.461708116,1.277440956,0.589805542
26220,119,0.56,0.50989679,1.377607679,0.702437734
26221,119,0.49,0.512281201,1.361110471,0.697271308
26222,119,0.5,0.428229805,1.282688306,0.549285363
26223,119,0.49,0.479635806,1.256969121,0.602887398
26224,119,0.54,0.494231731,1.23856757,0.612139394
26225,119,0.61,0.451937312,1.246772984,0.563463231
26226,119,0.63,0.445427522,1.269264696,0.565365428
26227,119,0.6,0.452950331,1.220968969,0.553038299
26228,119,0.53,0.491154125,1.232599504,0.605396331
26229,119,0.51,0.449956627,1.236666247,0.556446173
26230,119,0.66,0.421015898,1.291630685,0.543797052
26231,119,0.51,0.568315485,1.286213737,0.731178035
26232,119,0.51,0.59033363,1.291454841,0.762389224
26233,119,0.64,0.446106817,1.267890462,0.565619544
26234,119,0.4,0.492997533,1.207615356,0.595351391
26235,119,0.51,0.449839935,1.236846681,0.556383031
26236,119,0.45,0.449800564,1.22436874,0.55072175
26237,119,0.64,0.472104472,1.274307638,0.601606335
26238,119,0.48,0.463979135,1.292219768,0.59956301
26239,119,0.53,0.486168791,1.238455735,0.602098528
26240,119,0.44,0.462833084,1.300672792,0.601994399
26241,119,0.47,0.436065911,1.241962338,0.541577438
26242,119,0.6,0.49161608,1.242492427,0.610829257
26243,120,0.56,1.80358853,1.389376566,2.505522209
26244,120,0.59,2.417345004,1.377439932,3.330823971
26245,120,0.5,2.163225306,1.382433774,2.990061616
26246,120,0.53,1.971167977,1.392287044,2.744621312
26247,120,0.55,1.938066884,1.372410998,2.659894882
26248,120,0.58,1.964284268,1.37859391,2.707802948
26249,120,0.51,2.400089649,1.370407391,3.289038266
26250,120,0.53,2.375676349,1.363831254,3.240209131
26251,120,0.58,2.354552642,1.356989235,3.195184484
26252,120,0.45,2.064435199,1.36150009,2.810757561
26253,120,0.49,2.34960765,1.375434769,3.230975128
26254,120,0.5,2.118249245,1.389437073,2.94320104
26255,120,0.49,2.271163337,1.394013564,3.165357332
26256,120,0.51,2.348009854,1.372972845,3.224498104
26257,120,0.49,2.956596659,1.344235194,3.970452232
26258,120,0.57,2.493411524,1.381389822,3.444320105
26259,120,0.49,3.054112389,1.324927274,4.046650731
26260,120,0.54,2.253424419,1.374760365,3.097918576
26261,120,0.56,2.173377509,1.366117636,2.969184961
26262,120,0.6,2.554426744,1.33801785,3.41786858
26263,120,0.49,2.376006516,1.34657981,3.197334153
26264,120,0.48,2.099333683,1.374837967,2.88602517
26265,120,0.5,2.00382471,1.368270003,2.741492344
26266,120,0.55,2.427593295,1.371489431,3.330018671
26267,120,0.51,2.960439945,1.358584057,4.022795466
26268,120,0.49,3.024432429,1.360547614,4.115624141
26269,120,0.47,2.441224151,1.356210578,3.310841757
26270,120,0.48,2.6095145,1.36801659,3.569807776
26271,120,0.52,3.799705824,1.292268305,4.910310652
26272,120,0.55,3.366469922,1.295570338,4.361498574
26273,120,0.58,3.889440513,1.301783162,5.063208169
26274,120,0.45,4.006907938,1.304170373,5.225798821
26275,120,0.52,3.596443389,1.315581545,4.730701418
26276,120,0.56,3.268226263,1.339710169,4.378559367
26277,120,0.58,3.323102063,1.334794867,4.435630902
26278,120,0.5,3.973499239,1.313565101,5.219379019
26279,120,0.53,3.864373434,1.310482308,5.064348495
26280,120,0.53,3.650667451,1.310499093,4.784873576
26281,120,0.52,3.270546252,1.318702366,4.313912456
26282,120,0.52,3.241010007,1.319631826,4.276410305
26283,120,0.38,3.005104205,1.327305804,3.988394523
26284,120,0.45,3.694362724,1.307988523,4.83336809
26285,120,0.59,3.2898505,1.327081622,4.365821669
26286,120,0.53,3.324324251,1.319327765,4.384279656
26287,120,0.53,2.848416677,1.338247022,3.812472122
26288,120,0.61,2.546125862,1.324797607,3.373101448
26289,120,0.56,2.926359439,1.32278651,3.871006166
26290,120,0.54,2.63532185,1.33498861,3.518270898
26291,120,0.56,2.629142329,1.326911408,3.488638949
26292,120,0.58,2.74197348,1.321776288,3.623023118
26293,120,0.45,3.4871171,1.339635116,4.67146452
26294,120,0.53,2.410707072,1.345441791,3.243466041
26295,120,0.53,2.550143703,1.335052864,3.404576654
26296,120,0.53,2.480889555,1.344098393,3.334568117
26297,120,0.48,2.437138054,1.350085379,3.290344453
26298,120,0.59,2.506347985,1.342722867,3.365330752
26299,120,0.5,2.854410298,1.340416022,3.825370305
26300,120,0.51,2.560927221,1.344064752,3.44205201
26301,120,0.44,2.400504196,1.344840372,3.228353869
26302,120,0.48,2.519821714,1.329090809,3.349071879
26303,120,0.52,2.505999728,1.321972463,3.312862631
26304,120,0.55,2.570279224,1.344590173,3.455972185
26305,120,0.56,5.445150434,1.360850935,7.409841899
26306,120,0.56,4.477320771,1.358930343,6.083297185
26307,120,0.52,4.011612843,1.350170956,5.4153858
26308,120,0.41,3.207160737,1.330407133,4.271517996
26309,120,0.47,4.873067533,1.351895833,6.586978889
26310,120,0.45,4.905152349,1.353565807,6.639563152
26311,120,0.51,5.272835897,1.354620281,7.14360204
26312,120,0.54,4.170985545,1.360254468,5.674426966
26313,120,0.33,4.304879034,1.357122515,5.842283137
26314,120,0.54,4.362201294,1.372666173,5.987846156
26315,120,0.38,4.463751223,1.375642539,6.140580585
26316,120,0.57,4.297994623,1.377858619,5.922264818
26317,120,0.52,4.656755157,1.364760011,6.3551923
26318,120,0.52,5.155580136,1.370112498,7.064659401
26319,120,0.6,3.871157625,1.256213062,4.862987447
26320,120,0.51,3.534448115,1.262281613,4.461650363
26321,120,0.48,3.886785715,1.263244796,4.909694498
26322,120,0.52,3.940282321,1.265012875,4.984550058
