FID,Rail19,Rail16,Rail13,Road19,Road16,Road13,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Rail30,River30,Road30,Rail25,River25,Road25,Shape_Area
25,0.000397321,0.000330259,0.000456989,18.26922812,35.8026233,40.95478677,0.000169286,0.00013,0.00005,0.090988779,0.0004005,0,0.000128619,0,0,0.453109089,0,0.382090483,0.203777374,1.101231056,1.094857304,0,0.004989206,0.054421011,0.778151985,0.04870946,0,0.019385547,0.291661503,0.12143394,0.09097805,0.000397321,0,0.000136378,0,0,1.442302062,0,0.648432504,0.249610065,1.287567876,2.223400071,0,0.004349833,0.069989161,0.979529605,0.200186429,0,0.043646729,0.780710539,0.291801001,0.088214084,0.000397321,0,0.000169286,0,0,4.263821466,0,0.928460739,0.64187363,2.572099918,4.140750826,0,0.006028555,0.093038751,2.394682519,0.624436146,0,0.075431522,1.585454948,0.943149102,0.149869307,0.000330259,0,0.00013,0,0,5.990355988,0,1.896985998,2.202540133,6.112202202,5.841774044,0,0.032031875,0.280646705,5.816044027,1.510983766,6.119058562,0.147926108,0.000456989,0,0.00005,0,0,5.670049556,0,2.941582081,3.062500334,7.710476768,5.131206817,0,0.045493427,0.340588041,6.367996086,1.454625343,8.230268318,0.0004005,0.000128619,4.553817959,0.000397321,0.000136378,8.221525874,0.999784655
26,0,0,0,15.83949321,31.90577195,39.44223115,0,0,0,0,0,0,0,0,0,0.441970744,0,0.372170036,0.049724052,0.325085181,0.705605766,0,0.003185828,0.049904645,0.502707587,0.044505304,0,0.017636652,0.436792358,0.121766618,0,0,0,0,0,0,1.360262478,0,0.612051778,0.06136252,0.377984974,1.419398183,0,0.002774313,0.062772273,0.634993043,0.189474574,0,0.041079174,1.132231721,0.292600413,0,0,0,0,0,0,4.238985555,0,0.914226964,0.210961139,0.968854671,3.281442662,0,0.004748953,0.088288098,2.098605878,0.611428129,0,0.071423671,2.411292262,0.939235232,0,0,0,0,0,0,5.642767046,0,1.742698169,0.390115191,3.169784614,4.564853083,0,0.024050781,0.153305853,8.127791477,2.468423235,5.621982505,0,0,0,0,0,0,5.549987816,0,2.801816624,0.55338369,4.068962138,4.290750534,0,0.037163018,0.187648122,9.419303998,2.380125308,10.1530899,0,0,3.07105477,0,0,6.186985445,0.999802645
27,0,0,0,21.06438563,40.23597115,46.26013359,0,0,0,0,0,0,0,0,0,0.391697236,0,0.324416933,0.095256277,0.618882118,0.909215615,0,0.00408119,0.059091761,0.786482977,0.066200454,0,0.025722546,0.974274531,0.090096424,0,0,0,0,0,0,1.203403401,0,0.530039069,0.113837821,0.694967326,1.848824342,0,0.003570959,0.073648738,0.994325914,0.265350231,0,0.056414709,2.476753284,0.216498178,0,0,0,0,0,0,3.573324275,0,0.738205959,0.36482658,1.683068088,3.744506668,0,0.00514608,0.09789222,3.174892981,0.777065817,0,0.08902777,5.468726996,1.347702199,0,0,0,0,0,0,5.795099116,0,1.729938009,0.377203577,4.341432748,5.504670647,0,0.029230825,0.236960269,11.21039859,4.903180215,6.107857157,0,0,0,0,0,0,5.706157147,0,2.751076918,0.532919316,5.507870889,5.12020877,0,0.04430594,0.291535177,12.70690032,4.743514761,8.855644348,0,0,4.345418061,0,0,8.477633971,0.469808916
28,0,0,0,13.21594746,23.92894843,28.56999404,0,0,0,0,0,0,0,0,0,0.215976955,0,0.180580645,0.055014512,0.280216292,0.410332074,0,0.001791968,0.034312241,0.646254802,0.045818933,0,0.018007419,0.708488684,0.059650236,0,0,0,0,0,0,0.656662956,0,0.293683036,0.067652724,0.325832443,0.819240259,0,0.001558582,0.042901464,0.782656498,0.188248052,0,0.040492603,1.836267633,0.14333718,0,0,0,0,0,0,2.124051774,0,0.452315823,0.198313419,0.739211242,2.1145517,0,0.003009936,0.062451591,2.040569155,0.621074291,0,0.07132459,4.195847706,0.593226234,0,0,0,0,0,0,3.984599552,0,1.250287923,0.407207652,2.325654285,3.140396875,0,0.017572726,0.142635725,5.416801029,3.40270148,3.841091179,0,0,0,0,0,0,4.004488158,0,2.04808399,0.586324048,2.96895457,2.893673911,0,0.026447767,0.180535549,6.11092961,3.211262486,6.539293951,0,0,2.65644476,0,0,5.198533432,0.529985272
29,0.350401507,0.37865521,0.458465201,5.812023805,13.05479957,15.35099071,0.120511211,0.11639,0.11175,0,0.077769201,0.290190992,0.088191473,0.007869798,0.02101,0.170880608,0,0.146902186,0.034316457,0.173597545,0.437081224,0,0.002082569,0.019538402,0.164358853,0.01590588,0,0.006535711,0.042579607,0.030038196,0,0.077151985,0.273249522,0.103784125,0.008344537,0.02101,0.500446448,0,0.228378517,0.036244578,0.174099708,0.729779471,0,0.001477764,0.022446676,0.199322699,0.057622204,0,0.012984119,0.110114196,0.072180609,0,0.077151985,0.273249522,0.092021777,0.007479434,0.02101,1.567330281,0,0.340686429,0.168488586,0.615955969,1.648470329,0,0.002462407,0.032581517,0.793203043,0.186735513,0,0.022656025,0.254093291,0.179360413,0,0.081994002,0.296661208,0.08729,0.00809,0.02101,1.960831058,0,0.621907934,0.363031056,2.139971001,2.956291889,0,0.01834237,0.126178352,3.038835581,0.382612117,1.44679821,0,0.067244101,0.3912211,0.08404,0.0067,0.02101,1.883589317,0,0.967025785,0.521747404,2.798083762,2.698606098,0,0.027060495,0.156550307,3.433458519,0.344843601,2.520025421,0.367960194,0.117071272,1.243817239,0.350401508,0.133138662,2.145096989,0.742908337
30,0,0,0,0.691411387,1.128842279,1.457522641,0.00032,0.00032,0.00032,0,0,0,0,0,0.00032,0.01921132,0,0.016570027,0.003771993,0.019765423,0.046938343,0,0.000229131,0.002106201,0.014948013,0.002023629,0,0.000857727,0.007017024,0.003709358,0,0,0,0,0,0.00032,0.05816453,0,0.026643436,0.004747884,0.023692502,0.088919513,0,0.000182677,0.002613079,0.019188306,0.008572348,0,0.001993992,0.018425758,0.008913443,0,0,0,0,0,0.00032,0.168583326,0,0.037544272,0.021560681,0.083682567,0.208435466,0,0.000318378,0.003783197,0.06660085,0.028413296,0,0.003597718,0.046989782,0.021901854,0,0,0,0,0,0.00032,0.26298219,0,0.093169799,0.017667171,0.141409086,0.236448489,0,0.001524075,0.008381918,0.133923492,0.041543621,0.191792439,0,0,0,0,0,0.00032,0.25503646,0,0.151458513,0.024986573,0.182496723,0.206740447,0,0.002164232,0.010540898,0.148700627,0.03357265,0.44182552,0,0.00032,0.13714819,0,0.00032,0.26205747,0.06846937
31,0,0,0,4.801937432,8.753916223,9.950566483,1.378268718,1.18884,1.02257,0,0,0,0.630692407,0.462901295,0.01887,0.10247121,0,0.08881039,0.045343284,0.213075157,0.300212568,0,0.001524777,0.016011854,0.101069553,0.017523643,0,0.007324237,0.076425745,0.000312481,0,0,0,0.756104444,0.490825437,0.01887,0.310311641,0,0.141152275,0.057784228,0.257945722,0.60872344,0,0.001275975,0.020021124,0.140620702,0.071446672,0,0.016380943,0.193317889,0.000750878,0,0,0,0.919461925,0.439936793,0.01887,0.936426457,0,0.194057923,0.236680872,0.819221477,1.390925103,0,0.002011016,0.028021642,0.54056259,0.236494587,0,0.028833222,0.386857506,0.001845037,0,0,0,0.69412,0.47585,0.01887,1.336446092,0,0.411258355,0.255240713,1.140711466,2.308679259,0,0.014321976,0.111826649,1.652640136,1.149825867,0.372965707,0,0,0,0.60971,0.39399,0.01887,1.338304144,0,0.662054677,0.375098849,1.514480018,2.109124689,0,0.020688978,0.1454324,1.912875972,1.11938635,0.753120405,0,1.112463703,0.970104899,0,1.265799881,1.81973149,0.188406451
32,0,0,0,0.030583078,0.044213734,0.048622981,0,0,0,0,0,0,0,0,0,0.00040441,0,0.000379058,3.80E-05,0.000355347,0.00194263,0,6.93E-06,0.000122795,0.000240972,0.000138076,0,5.30E-05,0.001702743,0,0,0,0,0,0,0,0.001424589,0,0.000631829,4.85E-05,0.000442298,0.003868022,0,5.25E-06,0.000160048,0.000311142,0.000573057,0,0.000118552,0.004400358,0,0,0,0,0,0,0,0.005053,0,0.000936968,0.000233583,0.001829273,0.007855907,0,1.05E-05,0.000221713,0.001795322,0.002168585,0,0.000263502,0.010214765,0,0,0,0,0,0,0,0.009865519,0,0.003274503,0.000395495,0.004690876,0.006935969,0,3.71E-05,0.000245297,0.006629798,0.012139158,0,0,0,0,0,0,0,0.008865592,0,0.006938,0.000562083,0.006089241,0.006450318,0,6.37E-05,0.000308261,0.007821055,0.011524774,0,0,0,0.005383971,0,0,0.011983648,0.004244474
33,0,0,0,1.6014537,3.293798013,4.095365495,0,0,0,0,0,0,0,0,0,0.02257094,0,0.019707679,0.005148752,0.069061587,0.108484581,0,0.000397333,0.012689581,0.063635439,0.009486564,0,0.00341647,0.083584872,0.027791403,0,0,0,0,0,0,0.080500248,0,0.032405781,0.006655103,0.087750051,0.220270305,0,0.000301347,0.016427006,0.073778333,0.03814367,0,0.007406613,0.204168224,0.056097462,0,0,0,0,0,0,0.2464205,0,0.039596818,0.013853675,0.146549286,0.431052824,0,0.000533474,0.018939795,0.148625688,0.120566325,0,0.014541481,0.326709948,0.094063887,0,0,0,0,0,0,0.418038523,0,0.092200229,0.018888852,0.401857008,0.592429376,0,0.002895751,0.038879025,0.09018769,0.571681383,1.066740177,0,0,0,0,0,0,0.369078713,0,0.172535673,0.025754398,0.482253407,0.532281343,0,0.004459881,0.047847345,0.105038759,0.521270276,1.834845701,0,0,0.4259752,0,0,0.823904142,0.064722479
34,0,0,0,0.009671818,0.011169949,0.01098224,0,0,0,0,0,0,0,0,0,9.62E-05,0,8.17E-05,0,0,0.000525529,0,2.09E-06,0.000105446,0,5.55E-05,0,1.95E-05,0.000956342,0,0,0,0,0,0,0,0.000356838,0,0.000138422,0,0,0.001072864,0,1.57E-06,0.000140703,0,0.000238873,0,4.53E-05,0.002446385,0,0,0,0,0,0,0,0.001039849,0,0.000159135,0,0,0.002048723,0,2.63E-06,0.000166477,0,0.000784333,0,9.45E-05,0.005376192,0,0,0,0,0,0,0,0.00243927,0,0.00055358,0.00023025,0.001716921,0.001870934,0,1.11E-05,3.33E-05,0,0.004314553,0,0,0,0,0,0,0,0.002038797,0,0.000964223,0.000312425,0.002108527,0.001625878,0,1.57E-05,4.08E-05,0,0.003875881,0,0,0,0.001842266,0,0,0.004440936,6.6797E-05
35,0.001231485,0.00172228,0.001802959,0.36243255,0.558193172,0.760961138,0,0,0,0,0.001241337,0,0,0,0,0.00174956,0,0.001461724,0.000603029,0.00903614,0.013459415,0,5.22E-05,0.002032067,0.030655248,0.001001662,0,0.000340534,0.0132127,0.010266247,0,0.001231485,0,0,0,0,0.006311043,0,0.00240924,0.000734655,0.010631387,0.026808201,0,3.88E-05,0.002676155,0.038968444,0.004115596,0,0.000753775,0.033886864,0.020722611,0,0.001231485,0,0,0,0,0.018874791,0,0.002966021,0.001534091,0.018222161,0.043532998,0,5.61E-05,0.003167288,0.135789667,0.015259999,0,0.001778858,0.085523616,0.035726981,0,0.00172228,0,0,0,0,0.050210403,0,0.011128631,0.003517704,0.038132814,0.070784686,0,0.000363227,0.002986972,0.142279727,0.093528658,0.14526035,0,0.001591464,0.000211495,0,0,0,0.046066475,0,0.02184754,0.004676841,0.046717894,0.062717519,0,0.000561841,0.00387473,0.145786849,0.089391633,0.339319817,0.001241337,0,0.083870549,0.001231485,0,0.148056731,0.010890523
36,0,0,0,17.79382419,29.13979227,35.91124251,0,0,0,0,0,0,0,0,0,0.263707481,0,0.240259234,0.052260289,0.245529948,0.773333812,0,0.004210861,0.060786479,0.676271985,0.056817174,0,0.025529283,1.040708342,0.091317506,0,0,0,0,0,0,0.788328476,0,0.369720963,0.060646077,0.27153422,1.510570081,0,0.003250939,0.074417492,0.823643583,0.228082366,0,0.056280741,2.646850382,0.21943239,0,0,0,0,0,0,2.557492451,0,0.534819871,0.224148558,0.785608152,3.380739021,0,0.004796633,0.104871233,2.747272604,0.742378086,0,0.094781215,5.582258725,1.034657641,0,0,0,0,0,0,3.06253743,0,0.904797034,0.33755525,2.122503895,3.946106172,0,0.024246153,0.121682048,10.42511938,2.76599689,5.429248024,0,0,0,0,0,0,3.077337662,0,1.443494769,0.501161374,2.844856305,3.612140426,0,0.034924903,0.15809818,12.12280599,2.703009511,9.413413393,0,0,3.530732392,0,0,7.052757709,0.184939143
37,0,0,0,18.7058956,30.10447984,32.58278667,0,0,0,0,0,0,0,0,0,0.21100862,0,0.183468084,0.024602196,0.383205688,0.820763116,0,0.00305039,0.131816916,0.204275391,0.064822285,0,0.023163174,1.275591895,0.078766968,0,0,0,0,0,0,0.741229686,0,0.298352544,0.032291325,0.478074882,1.69527118,0,0.002368802,0.172868425,0.267710578,0.276232874,0,0.053227943,3.249690954,0.158992582,0,0,0,0,0,0,2.543070644,0,0.413436588,0.103293198,1.215608141,3.782829993,0,0.004828956,0.238643043,0.914491853,1.008596751,0,0.120724977,8.090398487,0.269972969,0,0,0,0,0,0,5.223518361,0,1.240795003,0.554205246,3.203998219,4.937882161,0,0.025370407,0.151834511,1.662397168,9.863735229,3.240743532,0,0,0,0,0,0,4.679082872,0,2.40788167,0.772330158,4.006753119,4.541192577,0,0.041050355,0.190082854,1.927675839,9.281583768,4.735153462,0,0,3.404534724,0,0,7.426311776,0.814853339
38,0.001624499,0.001261766,0.003952144,7.062113339,8.192311248,10.56848935,0.0544372,0.05516,0.05028,0,0.001637495,0,0.010054899,0.025525549,0.01497,0.086836065,0,0.077018569,0.012139097,0.163504701,0.420816876,0,0.001763903,0.048218902,0.35282853,0.027790583,0,0.010342829,0.163779931,0.104798626,0,0.001624499,0,0.012638557,0.027065357,0.01497,0.30954721,0,0.125205806,0.015399575,0.201033109,0.808044976,0,0.001213426,0.063245516,0.455172765,0.117422357,0,0.023597955,0.434661567,0.211537967,0,0.001624499,0,0.015207577,0.024259623,0.01497,0.862689866,0,0.142761466,0.046151322,0.497126942,1.417345493,0,0.001883751,0.084857018,1.240047438,0.384467982,0,0.050359555,1.96922155,0.365200954,0,0.001261766,0,0.01395,0.02624,0.01497,0.679709343,0,0.172872881,0.018801425,0.503693983,1.04545142,0,0.006674475,0.067989251,1.267981958,1.314625631,3.114510881,0,0.003952144,0,0.01358,0.02173,0.01497,0.589918351,0,0.3222963,0.026210063,0.63897015,0.892758799,0,0.009561098,0.085103671,1.498288871,1.090884936,5.41449711,0.001637495,0.050550448,1.469838612,0.001624499,0.054673914,2.76608223,0.241254978
39,0,0,0,0.068239076,0.165389223,0.170105077,0,0,0,0,0,0,0,0,0,0.000538199,0,0.00048151,0.00010733,0.002557027,0.002629858,0,1.09E-05,0.000313294,0.000288604,0.00020062,0,7.53E-05,0.002093557,0,0,0,0,0,0,0,0.001859215,0,0.000762176,0.000146843,0.003372901,0.005279084,0,7.92E-06,0.000403448,0.000363577,0.000778391,0,0.000157768,0.005263521,0,0,0,0,0,0,0,0.010942189,0,0.001752592,0.000516244,0.008465641,0.017541081,0,2.27E-05,0.000839069,0.001904829,0.004146055,0,0.000503206,0.021605493,0,0,0,0,0,0,0,0.034394059,0,0.007289614,0.006049859,0.02942288,0.025861264,0,0.000127872,0.00061308,0.007034187,0.054596409,0,0,0,0,0,0,0,0.030261656,0,0.013477337,0.008159562,0.035761834,0.02347174,0,0.000193319,0.000757528,0.008179274,0.049842827,0,0,0,0.009296253,0,0,0.018394838,0.0020985
40,0.000483791,0.000501507,0.000935937,17.24818922,38.90081542,44.46593732,37.48906642,40.31384,33.71459,0.260795077,0.000487661,0,2.199308467,36.40989125,0.02241,0.184578035,0,0.155968822,0.068363053,0.990647804,1.23695692,0,0.004585141,0.128117318,0.903169324,0.055264958,0,0.019287584,0.80082966,0.153165382,0.26079377,0.000483791,0,2.726415599,38.60628816,0.02241,0.65900006,0,0.256007506,0.087394961,1.222725142,2.522340637,0,0.003515195,0.169779783,1.133593213,0.229738738,0,0.043240553,2.100142677,0.309167159,0.253774243,0.000483791,0,2.86318,34.60347642,0.02241,1.780386939,0,0.274238896,0.21310786,2.359542234,3.827745472,0,0.004773562,0.181244371,3.21667135,0.653260932,0,0.077578865,3.990003713,0.669635028,1.465255524,0.000501507,0,2.86318,37.42825,0.02241,4.10545286,0,0.896118094,0.702282359,6.901050519,5.625705293,0,0.029186656,0.312372422,9.778266928,5.986510042,4.563870251,1.47010451,0.000935937,0,2.70271,30.98947,0.02241,3.747504232,0,1.726163767,0.938725638,8.473741058,4.893122477,0,0.043105996,0.409009561,10.55378626,5.665000463,8.015777861,0.000487661,38.63160972,4.700933999,0.000483791,41.35511376,8.736645624,0.427291472
41,0,0,0,1.404145777,2.558504268,3.385042999,1.191858715,1.20728,1.00594,0,0,0,0.174634971,0.987254311,0.00398,0.034133717,0,0.030700097,0.010073188,0.045975655,0.100974168,0,0.000549677,0.005078104,0.028451323,0.003602211,0,0.001589155,0.012748068,0.012250163,0,0,0,0.208591314,1.04680962,0.00398,0.105014836,0,0.048956307,0.012423364,0.054167531,0.205993257,0,0.000448041,0.006388632,0.038491974,0.014796931,0,0.003588595,0.032600331,0.029436661,0,0,0,0.249602678,0.938276038,0.00398,0.30254962,0,0.064228292,0.049169278,0.171675438,0.441778272,0,0.000648869,0.00859644,0.145797128,0.041769158,0,0.005369468,0.100232901,0.072330914,0,0,0,0.18843,1.01487,0.00398,0.388886937,0,0.118816404,0.04197963,0.275780444,0.554617909,0,0.003546127,0.016594844,0.502694826,0.094532962,0.561054185,0,0,0,0.16168,0.84028,0.00398,0.389251844,0,0.190197007,0.06254758,0.369351799,0.503962401,0,0.005076186,0.021657635,0.582707664,0.091567807,1.168723075,0,1.165869282,0.286125526,0,1.259380934,0.552306462,0.019266324
42,0,0,0,5.8021782,12.51617072,15.00973577,21.09151921,21.48891,17.87982,0,0,0,2.50822349,17.91061479,0.0212,0.050449016,0,0.044783543,0.008482457,0.139001783,0.263643426,0,0.001086902,0.031497535,0.218527737,0.017543423,0,0.006529572,0.178022802,0.034176777,0,0,0,3.066301381,18.99105798,0.0212,0.169656421,0,0.068689592,0.011443774,0.184382589,0.523953068,0,0.000777792,0.040873017,0.285669175,0.073687056,0,0.014802015,0.461821104,0.068986457,0,0,0,4.048310901,17.0220083,0.0212,0.830784118,0,0.135357459,0.038803215,0.494501544,1.520350633,0,0.00202425,0.074252343,0.995319237,0.374414459,0,0.048523975,1.174539963,0.113307002,0,0,0,3.05615,18.41156,0.0212,1.650147021,0,0.378701749,0.127445313,1.468228634,1.931316452,0,0.011295915,0.134512687,3.987723782,2.014684151,0.812115019,0,0,0,2.6144,15.24422,0.0212,1.479234783,0,0.709556105,0.182314335,1.897828742,1.732958702,0,0.016636944,0.173556485,4.739279296,1.942648055,2.135722318,0,20.44003828,0.993744974,0,22.07855936,1.904742058,0.247552336
43,0.013520615,0.052594651,0.034951693,17.6837908,33.38234802,43.37295058,0,0,0,0,0.01362878,0,0,0,0,0.357915157,0,0.306143786,0.173652615,0.853382385,1.21541522,0,0.005569314,0.04914714,1.190361104,0.037816303,0,0.015259335,0.134820713,0.170683752,0,0.013520615,0,0,0,0,1.084210531,0,0.490505125,0.208136495,0.963823022,2.258049327,0,0.004392346,0.060009391,1.422170551,0.153764271,0,0.034033838,0.354135907,0.410146372,0,0.013520615,0,0,0,0,3.422271081,0,0.719739877,0.50163242,1.870740629,4.908969864,0,0.006804294,0.086270539,3.585287807,0.578803487,0,0.068883524,0.912870619,1.021516657,0,0.052594651,0,0,0,0,6.050306001,0,1.867871097,1.245005707,5.555734702,5.617036095,0,0.032156793,0.224714392,4.581088654,0.894874571,7.313560006,0,0.034951693,0,0,0,0,5.904724604,0,2.997678374,1.674122844,6.899371666,5.121773928,0,0.048299354,0.281423165,5.037195787,0.80637125,14.60198961,0.01362878,0,4.510166825,0.013520615,0,7.443377176,0.993720024
44,0,0,0,0.030987507,0.02093014,0.022510238,0,0,0,0,0,0,0,0,0,0.000523048,0,0.000457636,3.39E-05,0.00129095,0.002809196,0,1.05E-05,0.000200738,0.00135649,0.000128214,0,4.60E-05,0.000455633,0,0,0,0,0,0,0,0.001997164,0,0.000811019,3.90E-05,0.00142278,0.005567156,0,7.85E-06,0.000270177,0.00167563,0.00053463,0,0.000103399,0.001155037,0,0,0,0,0,0,0,0.005880496,0,0.000998853,9.64E-05,0.002676245,0.009662009,0,1.28E-05,0.000320713,0.006389029,0.002043356,0,0.00025081,0.00265679,0,0,0,0,0,0,0,0.004284386,0,0.001253909,0.000633174,0.002944946,0.005301638,0,2.87E-05,5.37E-05,0.005039157,0.001390573,0,0,0,0,0,0,0,0.003764175,0,0.002555403,0.000836875,0.003530287,0.004955495,0,5.04E-05,6.66E-05,0.005494016,0.00125692,0,0,0,0.007312268,0,0,0.013583868,0.006078517
45,0,0,0,0.418562576,0.383861905,0.403868594,0,0,0,0,0,0,0,0,0,0.002953328,0,0.002565516,0.000740514,0.014087881,0.03310875,0,0.000105592,0.002599325,0.020669428,0.001194532,0,0.000416339,0.034576581,0.001098168,0,0,0,0,0,0,0.010888738,0,0.004415996,0.000797885,0.014521715,0.067334302,0,8.43E-05,0.003436766,0.023681699,0.005081369,0,0.000953627,0.089250277,0.002216672,0,0,0,0,0,0,0.029547368,0,0.004874845,0.00160021,0.019255192,0.09116104,0,0.000108498,0.003931829,0.047387451,0.017036886,0,0.001981387,0.19796157,0.003716299,0,0,0,0,0,0,0.068811844,0,0.017866946,0.012951594,0.073625069,0.073302027,0,0.000396442,0.001845603,0.022819736,0.098088317,0.014154327,0,0,0,0,0,0,0.061675718,0,0.035681319,0.016456346,0.084435469,0.060201261,0,0.000580252,0.002359529,0.024524692,0.092863048,0.025090959,0,0,0.114115955,0,0,0.222663346,0.035445151
46,0.000231006,0.000142767,0.000855755,11.13244085,23.13987367,27.11593953,2.008145536,1.88382,1.57527,0.311090283,0.000232854,0,0.533682406,1.142005208,0.00528,0.187961279,0,0.152890614,0.213518831,1.10848725,0.822071031,0,0.003499198,0.036487118,0.609879418,0.035205907,0,0.013233444,0.243951567,0.019436265,0.311088724,0.000231006,0,0.656791196,1.210895738,0.00528,0.590874533,0,0.253357074,0.256872009,1.258955108,1.599034143,0,0.002935069,0.045823113,0.755728971,0.140195585,0,0.028817776,0.624987352,0.045953367,0.302715458,0.000231006,0,0.917515536,1.08535,0.00528,1.64611078,0,0.3237365,0.591970701,2.209903556,2.819321229,0,0.003793213,0.056592172,1.61309842,0.449264636,0,0.050872347,1.25656683,0.111210468,1.968236721,0.000142767,0,0.70459,1.17395,0.00528,3.265219792,0,0.92882707,0.519033018,4.465595047,4.259092446,0,0.022320525,0.112310788,8.387343126,0.782377348,0.397754515,1.975755726,0.000855755,0,0.598,0.97199,0.00528,3.146480808,0,1.421454288,0.738611631,5.699430397,3.798829248,0,0.032442428,0.135819655,9.465513148,0.758838203,1.918519728,0.000232854,1.680967614,3.446621922,0.000231006,1.872966934,5.603534099,0.203818886
47,0,0,0,2.279689954,5.594266701,6.303352281,13.71538075,14.50867,12.08236,0.507060143,0,0,0.591584748,13.33270803,0.00525,0.035671173,0,0.031698315,0.01052002,0.14488611,0.194675853,0,0.000790965,0.017189672,0.111907985,0.007198035,0,0.002660353,0.074818296,0.01514559,0.507047328,0,0,0.735002761,14.13699273,0.00525,0.126515991,0,0.051966224,0.013395793,0.178659767,0.390635284,0,0.000576437,0.022615336,0.145016663,0.029869485,0,0.00595995,0.196256654,0.030571654,0.493084439,0,0,1.038906413,12.67122434,0.00525,0.311589564,0,0.053326611,0.033331711,0.360777982,0.567488792,0,0.000750748,0.023110956,0.434250659,0.077260741,0,0.009898916,0.356600799,0.051302476,2.243988787,0,0,0.79781,13.70561,0.00525,0.62641264,0,0.150320146,0.076085476,1.316358102,0.824988759,0,0.004479905,0.033573685,1.753567092,0.652891288,0.155589608,2.253098049,0,0,0.72927,11.34784,0.00525,0.535392392,0,0.275252265,0.107314335,1.687987158,0.717947995,0,0.006823328,0.040786241,2.043328058,0.630326208,0.258194302,0,13.92954278,0.647162367,0,14.87724549,1.192039239,0.146126449
48,0,0,0,8.582809452,13.63539696,17.41892827,0,0,0,0,0,0,0,0,0,0.170602023,0,0.14437028,0.066326823,0.323653975,0.536827289,0,0.002566164,0.027100768,0.229215568,0.018362632,0,0.007290049,0.090831146,0.039963284,0,0,0,0,0,0,0.518024512,0,0.230326936,0.079606355,0.367964099,1.046539917,0,0.002098025,0.033660909,0.288840904,0.076530245,0,0.016644095,0.255383742,0.095685512,0,0,0,0,0,0,1.79951862,0,0.361363303,0.321111442,1.148043331,2.441876087,0,0.003389654,0.053531889,1.051948934,0.309695791,0,0.036200381,0.820823432,0.235306588,0,0,0,0,0,0,2.441528566,0,0.744050677,0.383751271,1.873485113,3.497902307,0,0.020194042,0.118480404,2.087533581,0.624524455,1.843946548,0,0,0,0,0,0,2.408471863,0,1.182565737,0.552717403,2.436157177,3.153462785,0,0.02904712,0.148925033,2.389356502,0.559626994,4.558597657,0,0,1.657110001,0,0,3.011305251,0.217840869
49,0,0,0,3.195222718,4.783835932,6.838478393,0,0,0,0,0,0,0,0,0,0.053202299,0,0.048323601,0.005902494,0.071068606,0.222135335,0,0.000947753,0.027011926,0.097020841,0.016335333,0,0.006263313,0.136126705,0.037778017,0,0,0,0,0,0,0.187759743,0,0.077653048,0.007240184,0.084789364,0.447339765,0,0.000678881,0.034921978,0.121713025,0.066502829,0,0.013783165,0.327699653,0.076255626,0,0,0,0,0,0,0.598375084,0,0.098130704,0.025975543,0.233921637,0.910278703,0,0.001214269,0.044306518,0.371337993,0.248343674,0,0.031890464,0.503589168,0.127858961,0,0,0,0,0,0,0.934076984,0,0.228775047,0.052321638,0.631733521,0.971083955,0,0.005895847,0.063252553,0.786339758,0.578102758,0.53225387,0,0,0,0,0,0,0.80630063,0,0.421716208,0.071675722,0.792817619,0.837362381,0,0.008386137,0.078891576,0.904563044,0.472358941,2.444406136,0,0,0.722116223,0,0,1.44633726,0.407246865
