FID,Rail19,Rail16,Rail13,Road19,Road16,Road13,River19,River16,River13,Aviat30,RailF30,RailP30,ShipCom30,ShipPass30,ShipSmal30,RdCarD30,RdCarE30,RdCarP30,RdHGVA30,RdHGVR30,RdLGVD30,RdLGVE30,RdLGVP30,RdMoto30,RdCoach30,RdPHVD30,RdPHVE30,RdPHVP30,RdTaxi30,RdLTBus30,Aviat25,RailF25,RailP25,ShipCom25,ShipPass25,ShipSmal25,RdCarD25,RdCarE25,RdCarP25,RdHGVA25,RdHGVR25,RdLGVD25,RdLGVE25,RdLGVP25,RdMoto25,RdCoach25,RdPHVD25,RdPHVE25,RdPHVP25,RdTaxi25,RdLTBus25,Aviat19,RailF19,RailP19,ShipCom19,ShipPass19,ShipSmal19,RdCarD19,RdCarE19,RdCarP19,RdHGVA19,RdHGVR19,RdLGVD19,RdLGVE19,RdLGVP19,RdMoto19,RdCoach19,RdPHVD19,RdPHVE19,RdPHVP19,RdTaxi19,RdLTBus19,Aviat16,RailF16,RailP16,ShipCom16,ShipPass16,ShipSmal16,RdCarD16,RdCarE16,RdCarP16,RdHGVA16,RdHGVR16,RdLGVD16,RdLGVE16,RdLGVP16,RdMoto16,RdCoach16,RdTaxi16,RdLTBus16,Aviat13,RailF13,RailP13,ShipCom13,ShipPass13,ShipSmal13,RdCarD13,RdCarE13,RdCarP13,RdHGVA13,RdHGVR13,RdLGVD13,RdLGVE13,RdLGVP13,RdMoto13,RdCoach13,RdTaxi13,RdLTBus13,Rail30,River30,Road30,Rail25,River25,Road25,Shape_Area
107,0.002288008,0.011786317,0.010645949,2.407314702,3.584895388,3.697048859,0,0,0,0,0.002306312,0,0,0,0,0.029214687,0,0.025387082,0.003913174,0.066244679,0.184094402,0,0.000657679,0.017346892,0.028668106,0.008799281,0,0.003127974,0.184640837,0.002421186,0,0.002288008,0,0,0,0,0.106136748,0,0.042878794,0.004859221,0.07857128,0.387751151,0,0.000529878,0.022898384,0.036453584,0.035654994,0,0.006826573,0.467003639,0.00488721,0,0.002288008,0,0,0,0,0.306119833,0,0.050892169,0.012294046,0.149014489,0.653716364,0,0.000843545,0.025802708,0.114908196,0.122781579,0,0.014740872,0.948007345,0.008193556,0,0.011786317,0,0,0,0,0.510137027,0,0.115880585,0.064711636,0.503602852,0.578061969,0,0.003192106,0.02327393,0.862994985,0.833115375,0.089924921,0,0.010645949,0,0,0,0,0.439951875,0,0.212750004,0.085389913,0.601549421,0.505328928,0,0.004751384,0.028434223,0.939012125,0.77020074,0.109680247,0.002306312,0,0.55451598,0.002288008,0,1.194451455,0.114611531
108,0,0,0,0.379861764,0.937808552,1.187360403,0,0,0,0,0,0,0,0,0,0.006491933,0,0.00524343,0.004986533,0.024353183,0.029207763,0,0.000128869,0.00133983,0.007844626,0.001652533,0,0.000624094,0.015071494,0.004745304,0,0,0,0,0,0,0.021423578,0,0.009148081,0.006161623,0.028322042,0.05734053,0,0.000109535,0.001709507,0.010074355,0.006627765,0,0.001369411,0.038067125,0.010605754,0,0,0,0,0,0,0.057663185,0,0.011350634,0.018291995,0.062168586,0.093888863,0,0.000130379,0.002054975,0.010492866,0.021161192,0,0.002421475,0.077113829,0.023123787,0.001498693,0,0,0,0,0,0.15707506,0,0.040959277,0.025593424,0.260799509,0.255324051,0,0.001160979,0.005843121,0.049634825,0.040264142,0.101154164,0.001479261,0,0,0,0,0,0.16376386,0,0.06706991,0.034292517,0.312215275,0.229142771,0,0.001761692,0.007552315,0.054485111,0.037763407,0.279313544,0,0,0.101689595,0,0,0.190959307,0.002441629
109,0.00458161,0.006407558,0.006707716,13.24345969,28.28785582,36.77412197,0.000240377,0.00026,0.00022,0.090988779,0.004618263,0,0,0.000257407,0,0.114842194,0,0.100429893,0.048528599,0.664698436,0.975728208,0,0.00350699,0.085680851,0.926486226,0.046394301,0,0.016732422,0.780999065,0.307209533,0.09097805,0.00458161,0,0,0.000272935,0,0.417195135,0,0.16913294,0.059474443,0.795181065,1.991928181,0,0.002709501,0.113289819,1.105604494,0.191779667,0,0.037278792,2.014755555,0.620108131,0.088214084,0.00458161,0,0,0.000240377,0,1.229341792,0,0.204063806,0.094263432,1.017073285,2.678894613,0,0.003423964,0.120601437,2.606843945,0.555999393,0,0.067985874,3.58258683,1.082381315,0.080929426,0.006407558,0,0,0.00026,0,2.948166629,0,0.64192586,0.253770742,3.648644,4.108313352,0,0.02013434,0.186735337,1.942258643,5.540808498,8.997098425,0.079880098,0.00592087,0.000786846,0,0.00022,0,2.686112521,0,1.23353359,0.323906086,4.231356091,3.459066334,0,0.029706811,0.237311162,1.934596215,5.240731057,17.3978021,0.004618263,0.000257407,4.071236718,0.00458161,0.000272935,7.518437724,0.546269604
110,0.000792223,0.003106401,0.002026101,3.176491481,5.729072975,7.868691399,0,0,0,0,0.000798561,0,0,0,0,0.050458694,0,0.042116612,0.036014875,0.171959744,0.209068049,0,0.000953257,0.008904309,0.234985643,0.006071434,0,0.002352811,0.024706375,0.030129492,0,0.000792223,0,0,0,0,0.150888496,0,0.065882362,0.043544455,0.196610162,0.397103112,0,0.000761327,0.010913515,0.282619324,0.025066354,0,0.005319334,0.063900576,0.072197002,0,0.000792223,0,0,0,0,0.459759253,0,0.090585436,0.124411392,0.430471866,0.876579111,0,0.001192347,0.015588727,0.696486907,0.100333769,0,0.011615179,0.175330252,0.194137243,0,0.003106401,0,0,0,0,0.728154482,0,0.208590269,0.09519855,0.918486257,1.062094899,0,0.005923599,0.042550573,1.13963214,0.170446669,1.357995535,0,0.002026101,0,0,0,0,0.712051229,0,0.324175398,0.134749191,1.173056959,0.951150879,0,0.008465646,0.053022653,1.292845965,0.157996694,3.061176786,0.000798561,0,0.817721295,0.000792223,0,1.314806019,0.018982765
111,0.005485163,0.021507979,0.014028238,15.98341813,27.31387914,30.5445563,0,0,0,0,0.005529044,0,0,0,0,0.224891338,0,0.196863256,0.046855572,0.632183549,1.306155057,0,0.005136175,0.116490392,0.613718502,0.061509118,0,0.022554349,0.348998665,0.141745201,0,0.005485163,0,0,0,0,0.821198457,0,0.329203057,0.057442824,0.754804058,2.637363882,0,0.003795433,0.155262715,0.743023347,0.260733959,0,0.051683316,0.928408402,0.286115312,0,0.005485163,0,0,0,0,2.639906671,0,0.422773949,0.161379579,1.671220654,4.843664069,0,0.006250433,0.199553985,2.070025434,0.962157239,0,0.119415989,2.409746517,0.477323612,0,0.021507979,0,0,0,0,3.407593175,0,0.809851966,0.293242414,3.962814731,4.826884173,0,0.025977318,0.206889296,7.838219278,2.520687148,3.421719638,0,0.014028238,0,0,0,0,2.974416351,0,1.532162166,0.395986066,4.82866719,4.341915466,0,0.040485626,0.258643847,8.539860886,2.274579334,5.357839366,0.005529044,0,3.717101176,0.005485163,0,7.029034763,0.980818349
112,0.657043753,0.650072717,0.442849704,13.79870619,19.81502215,25.29017271,0.07075,0.07075,0.07075,0,0.00615299,0.125369357,0,0,0.07075,0.31696818,0,0.267163079,0.079937604,0.431587203,0.978528218,0,0.004416352,0.042700925,0.344068608,0.039135071,0,0.015309358,0.334016785,0.082890291,0,0.006104157,0.118050242,0,0,0.07075,1.024980295,0,0.458513772,0.095234518,0.488261664,1.849465569,0,0.003598528,0.054232421,0.421618987,0.161767265,0,0.034634389,0.881504172,0.199182123,0,0.006104157,0.650939596,0,0,0.07075,3.06283186,0,0.638908699,0.311664624,1.21668512,3.734894719,0,0.005297348,0.073456705,1.343295926,0.517574637,0,0.05960375,2.223719217,0.610773586,0,0.002446711,0.647626006,0,0,0.07075,3.564618216,0,1.111242586,1.315481213,3.685175757,3.750818556,0,0.021190888,0.109957262,0.612608361,0.896791315,4.747138,0,0.002696104,0.4401536,0,0,0.07075,3.453155985,0,1.755417684,1.760509464,4.447585425,3.357813275,0,0.031342315,0.135563884,0.655827922,0.827153305,8.865803444,0.131522348,0.07075,2.936721673,0.124154399,0.07075,5.672993704,0.686456387
113,0,0,0,0.009200643,0.009301772,0.010226885,0,0,0,0,0,0,0,0,0,0.000170296,0,0.000160197,3.58E-06,3.36E-05,0.001068054,0,3.18E-06,6.49E-06,2.84E-05,5.97E-05,0,2.23E-05,0.00019333,0,0,0,0,0,0,0,0.000614985,0,0.000282289,4.60E-06,4.21E-05,0.00214834,0,2.64E-06,8.57E-06,3.61E-05,0.000250047,0,5.01E-05,0.000501536,0,0,0,0,0,0,0,0.002057036,0,0.000440565,1.69E-05,0.000133156,0.004197844,0,5.71E-06,1.12E-05,0.00016059,0.000922807,0,0.000115447,0.001139313,0,0,0,0,0,0,0,0.003381655,0,0.001332452,2.95E-05,0.000351471,0.0027673,0,1.60E-05,1.26E-05,0.000587653,0.000823114,0,0,0,0,0,0,0,0.002952418,0,0.002825302,4.03E-05,0.000440823,0.002496752,0,3.00E-05,1.57E-05,0.000667857,0.00075768,0,0,0,0.001749113,0,0,0.003941406,0.007005668
114,0,0,0,0.346368469,1.336535399,1.579780167,0,0,0,0,0,0,0,0,0,0.006367254,0,0.005831766,0.002009821,0.009132,0.025237661,0,0.000141319,0.001204917,0.00734373,0.00111318,0,0.0005044,0.007454974,0.00275005,0,0,0,0,0,0,0.020442245,0,0.009650233,0.002505411,0.01091007,0.046742653,0,0.000103176,0.001525495,0.009901155,0.004732576,0,0.001179885,0.01946517,0.006608263,0,0,0,0,0,0,0.066653564,0,0.014499352,0.010209483,0.035996876,0.103523875,0,0.00015349,0.002167347,0.038196871,0.015777269,0,0.002072496,0.040880213,0.016237632,0,0,0,0,0,0,0.168897699,0,0.044517265,0.045958923,0.219383418,0.181225732,0,0.000884337,0.005024597,0.4366141,0.059127961,0.174901366,0,0,0,0,0,0,0.170421707,0,0.070659356,0.064024402,0.277367354,0.166767751,0,0.001317781,0.006256003,0.497947949,0.057959485,0.267058378,0,0,0.069091072,0,0,0.133766331,0.001817966
115,0,0,0,29.2899446,47.45496322,59.60843046,0,0,0,0,0,0,0,0,0,0.33772899,0,0.28755229,0.033420926,0.595162146,1.315699747,0,0.004643182,0.203485482,1.139768391,0.121058914,0,0.041917226,2.095811519,0.385560258,0,0,0,0,0,0,1.174139903,0,0.464925108,0.041372707,0.691812252,2.617551074,0,0.003528357,0.263444508,1.359651192,0.490091362,0,0.091422303,5.370737291,0.778260518,0,0,0,0,0,0,3.772959658,0,0.608069138,0.139854377,1.530392202,5.273882988,0,0.006554245,0.326358111,3.234872174,1.674571479,0,0.196622747,11.09580879,1.429998684,0,0,0,0,0,0,6.995664378,0,1.679886311,0.517505714,4.151447632,5.524844424,0,0.027751542,0.210845954,6.513293143,10.80282576,11.03089836,0,0,0,0,0,0,6.271462467,0,3.279544696,0.724544019,5.167306612,5.07215862,0,0.045139389,0.260898202,7.331612843,10.1668486,21.28891501,0,0,6.56180907,0,0,13.34693658,0.997984664
116,0,0,0,5.440178589,15.41580466,18.54707569,0,0,0,0,0,0,0,0,0,0.049241154,0,0.043925507,0.010203287,0.142723873,0.317717193,0,0.001263149,0.03762533,0.227127151,0.015942879,0,0.005927876,0.373305938,0.088989614,0,0,0,0,0,0,0.179008816,0,0.073293418,0.012389794,0.17024982,0.618753768,0,0.000896219,0.049830261,0.276649295,0.069468716,0,0.013978955,0.976422582,0.179627183,0,0,0,0,0,0,0.558007021,0,0.091857167,0.028880329,0.339825054,1.22217135,0,0.001604009,0.061590548,0.649351901,0.242667303,0,0.030621152,1.890835444,0.322767312,0,0,0,0,0,0,1.15401456,0,0.257231583,0.056401804,0.962045841,1.700272617,0,0.009094731,0.065534677,6.38867864,2.294784853,2.527745352,0,0,0,0,0,0,1.030858293,0,0.485047073,0.078739598,1.203613884,1.558524546,0,0.014631331,0.082480772,7.239927711,2.152332455,4.700920029,0,0,1.313992951,0,0,2.620568825,0.194673621
117,0,0,0,2.71413796,7.979577729,9.930657568,0,0,0,0,0,0,0,0,0,0.037077815,0,0.030227188,0.024715482,0.131277597,0.124194958,0,0.00051952,0.008347118,0.163054965,0.004974892,0,0.001868283,0.143231386,0.014595557,0,0,0,0,0,0,0.117492351,0,0.050112954,0.028436827,0.142291416,0.239307059,0,0.000429152,0.010139787,0.201462324,0.019652298,0,0.00401637,0.334966199,0.034235965,0,0,0,0,0,0,0.32007362,0,0.06223052,0.070239866,0.259352383,0.47627565,0,0.000609199,0.012871533,0.6077242,0.050270518,0,0.005732549,0.767568888,0.081189032,0,0,0,0,0,0,0.461261062,0,0.126775524,0.152960631,0.696644715,0.707378576,0,0.00361747,0.015263647,4.007359133,0.40311017,1.405206801,0,0,0,0,0,0,0.465831476,0,0.202375973,0.216074422,0.88618723,0.655805874,0,0.005422965,0.019180769,4.616720335,0.39021504,2.472843483,0,0,0.68408476,0,0,1.182542703,0.023371646
118,0,0,0,14.67341734,31.01620589,36.44166087,0,0,0,0,0,0,0,0,0,0.179663055,0,0.153841685,0.019432803,0.255912727,0.857524153,0,0.003158757,0.111657359,0.567095852,0.055293765,0,0.019588979,0.911813921,0.10457454,0,0,0,0,0,0,0.631191828,0,0.249697064,0.02233059,0.289206574,1.710904475,0,0.002381954,0.145694537,0.689456415,0.22613879,0,0.043214534,2.372123549,0.211085645,0,0,0,0,0,0,1.966286465,0,0.314519895,0.059614522,0.637382711,3.100948908,0,0.003979598,0.176277631,1.991049947,0.753537178,0,0.090929588,5.22497471,0.353916184,0,0,0,0,0,0,4.048054159,0,0.951952237,0.37791267,3.088258743,3.893050068,0,0.021041654,0.098715967,7.837769001,8.287683387,2.411768002,0,0,0,0,0,0,3.616078874,0,1.814570102,0.538962942,3.941186205,3.589169978,0,0.033603895,0.124886969,9.204229851,7.794227738,5.784744318,0,0,3.239557595,0,0,6.593425955,0.976430481
119,0.055302994,0.057389833,0.076961453,8.803778642,16.05962296,20.90923386,0,0,0,0,0.004420174,0.05407481,0,0,0,0.118747838,0,0.102866839,0.024487463,0.37199122,0.609308036,0,0.002301799,0.064924736,0.624373258,0.037878017,0,0.013561129,0.311626983,0.175045502,0,0.004385094,0.0509179,0,0,0,0.427739947,0,0.169961023,0.029927401,0.44843742,1.206301487,0,0.001692869,0.085347636,0.753788396,0.159666106,0,0.030852669,0.785370063,0.353332588,0,0.004385094,0.0509179,0,0,0,1.182097464,0,0.187918703,0.068351837,0.807676832,2.148509115,0,0.002737101,0.095072509,1.797640602,0.460681862,0,0.056348705,1.402704832,0.59403908,0,0.002582468,0.054807365,0,0,0,2.023626309,0,0.456869075,0.172036573,1.701997255,2.185294951,0,0.012020533,0.127969051,3.724985816,3.205518004,2.449305395,0,0.004715013,0.07224644,0,0,0,1.746417413,0,0.82884647,0.23456242,2.081732481,1.91315646,0,0.01748474,0.157760613,4.217764776,2.637635084,7.0738734,0.058494984,0,2.457112818,0.055302993,0,4.452417606,0.371374979
120,0,0,0,14.07568304,21.30434166,29.7626466,0,0,0,0,0,0,0,0,0,0.155717296,0,0.135704344,0.024391588,0.340431257,0.745717108,0,0.002630438,0.100129848,0.519355983,0.05181441,0,0.018397856,1.305719579,0.198434479,0,0,0,0,0,0,0.532837195,0,0.2166703,0.029731791,0.404256975,1.502379596,0,0.002028641,0.129728242,0.603713023,0.212942392,0,0.040761639,3.337998346,0.40054367,0,0,0,0,0,0,1.565764987,0,0.261568044,0.08617521,0.877395274,2.728768471,0,0.003444458,0.140518206,1.335588212,0.680080544,0,0.080836656,5.53614388,0.7793991,0,0,0,0,0,0,3.169684164,0,0.756205513,0.166192924,1.988503419,3.109571157,0,0.015356869,0.166421404,0.713037653,4.544950199,6.674418356,0,0,0,0,0,0,2.843163587,0,1.474626091,0.234003258,2.474743077,2.846784201,0,0.024621135,0.205426452,0.812048111,4.266364154,14.58086653,0,0,3.598444187,0,0,7.41359181,0.572797412
121,0.004784072,0.025794429,0.022259963,20.01035496,30.87236954,37.58744817,0,0,0,0,0.004822344,0,0,0,0,0.182772911,0,0.159888879,0.034850323,0.491927347,1.330572922,0,0.004926488,0.142626048,0.880354249,0.07248636,0,0.026075198,1.602676299,0.221629239,0,0.004784072,0,0,0,0,0.654920038,0,0.265080528,0.043736749,0.600129131,2.667621396,0,0.003699481,0.188342992,1.063667923,0.303596572,0,0.058875137,4.165094303,0.447362722,0,0.004784072,0,0,0,0,1.855010237,0,0.308791098,0.102644115,1.085691875,4.166995715,0,0.005356083,0.204926387,2.505177602,0.880532273,0,0.108519016,8.011058317,0.775652238,0,0.025794429,0,0,0,0,3.359660895,0,0.773071529,0.283374515,3.057429593,4.655857651,0,0.024373047,0.174421104,4.013090225,6.637204728,7.893886253,0,0.022259963,0,0,0,0,3.023267186,0,1.49497065,0.366110693,3.583590617,3.927434263,0,0.035726288,0.224580612,4.176831895,6.27261687,14.4823191,0.004822344,0,5.150786263,0.004784072,0,10.46212697,0.62002594
122,0,0,0,0.367544987,0.339478119,0.346854991,0,0,0,0,0,0,0,0,0,0.002942063,0,0.00258284,0.000524632,0.007100282,0.021632394,0,7.91E-05,0.002294019,0.00134466,0.001224145,0,0.000442076,0.024711003,0.000213086,0,0,0,0,0,0,0.010210687,0,0.004121143,0.000608136,0.007896108,0.043951241,0,6.04E-05,0.002967444,0.001695733,0.005005188,0,0.000974361,0.063082305,0.000430118,0,0,0,0,0,0,0.038567605,0,0.00608278,0.002420561,0.025126681,0.083211879,0,0.000107551,0.00434953,0.008466425,0.023091132,0,0.002737518,0.172662242,0.000721083,0.002997386,0,0,0,0,0,0.065977388,0,0.014153399,0.010298233,0.060349607,0.066574239,0,0.000345911,0.001553079,0.02786986,0.092356403,0,0.002958522,0,0,0,0,0,0.056107529,0,0.02521816,0.014008222,0.073899096,0.0592801,0,0.000554815,0.00184582,0.031631059,0.08431019,0,0,0,0.065090284,0,0,0.141002879,0.023865475
123,0,0,0,2.475076419,4.332688298,6.59364365,0,0,0,0,0,0,0,0,0,0.03345774,0,0.027026355,0.03016914,0.153333262,0.126046047,0,0.000543821,0.007346573,0.190236654,0.00599137,0,0.002237728,0.021627972,0.041341659,0,0,0,0,0,0,0.101213658,0,0.042656606,0.035507153,0.170744186,0.243934745,0,0.000448734,0.009152996,0.229572856,0.024270361,0,0.004957052,0.058447441,0.096519634,0,0,0,0,0,0,0.299269951,0,0.056511009,0.106181525,0.376237126,0.497190426,0,0.000649538,0.012529613,0.6472321,0.089394379,0,0.010048657,0.154186318,0.225645776,0,0,0,0,0,0,0.503217843,0,0.138111196,0.106466695,0.51731161,0.709711358,0,0.003772846,0.02752698,0.324527362,0.118208997,1.883833412,0,0,0,0,0,0,0.493202927,0,0.213201944,0.148744297,0.647788868,0.631674068,0,0.0053681,0.033904673,0.358705719,0.109610812,3.951442242,0,0,0.639358321,0,0,1.017425422,0.011848019
124,0.007138705,0.027946696,0.019404829,11.59451591,24.94468346,33.29116167,0,0,0,0,0.007195815,0,0,0,0,0.125303758,0,0.109586714,0.034745932,0.457971051,0.737101697,0,0.002865035,0.07662035,1.155638314,0.040963292,0,0.014880999,0.2925241,0.276140045,0,0.007138705,0,0,0,0,0.450547101,0,0.180677375,0.042655811,0.551845727,1.483023247,0,0.002121472,0.102086552,1.378517917,0.175781752,0,0.034453653,0.78749766,0.557393793,0,0.007138705,0,0,0,0,1.283663127,0,0.206282194,0.10314985,1.069509624,2.55701984,0,0.003315054,0.117317226,3.100402514,0.530301813,0,0.065249269,1.624971206,0.93333419,0,0.027946696,0,0,0,0,2.549129043,0,0.599954191,0.211276522,2.983892059,3.752326363,0,0.02134267,0.204181579,6.992850159,2.762932379,4.866798492,0,0.019404829,0,0,0,0,2.221902592,0,1.120669245,0.292527379,3.725445931,3.33294975,0,0.031723518,0.256856542,7.848974158,2.511593726,11.94851883,0.007195815,0,3.324341287,0.007138705,0,5.746602059,0.616578798
125,0,0,0,23.5109105,44.69703788,55.0368182,0,0,0,0,0,0,0,0,0,0.261321746,0,0.224419045,0.056385476,0.738693,1.266673138,0,0.004469178,0.154882227,1.713631715,0.091204577,0,0.03211332,1.460656656,0.369173637,0,0,0,0,0,0,0.943463602,0,0.375781469,0.06997009,0.902889311,2.522922096,0,0.003382935,0.204019667,2.009011883,0.37309108,0,0.070832989,3.794703674,0.745183822,0,0,0,0,0,0,2.592934716,0,0.415996332,0.154602636,1.619163848,4.485216522,0,0.005502262,0.223503066,4.854066481,1.157674132,0,0.136537112,6.52293457,1.342778824,0,0,0,0,0,0,5.321646211,0,1.150969567,0.369179156,5.876692196,6.351360352,0,0.030108486,0.339221582,4.806644026,9.361390962,11.08982534,0,0,0,0,0,0,4.698435185,0,2.155563866,0.493666856,6.943766522,5.669581169,0,0.04689621,0.413959915,5.227988007,8.496885118,20.89007536,0,0,6.373623715,0,0,12.01525262,0.803602602
126,0.005145747,0.0000316,0.0000666,2.967438728,3.882226135,4.297042701,0,0,0,0,0.005186913,0,0,0,0,0.0212453,0,0.018456784,0.003471519,0.0710841,0.194104465,0,0.000737868,0.019448701,0.066551848,0.008995588,0,0.003218643,0.192394853,0.018183185,0,0.005145747,0,0,0,0,0.075877945,0,0.03033591,0.004181019,0.081928536,0.392035447,0,0.00055535,0.025542949,0.082713176,0.037674259,0,0.00727152,0.497616358,0.036703095,0,0.005145747,0,0,0,0,0.248114877,0,0.039852439,0.015170371,0.204926066,0.636493047,0,0.000814666,0.032572533,0.280278602,0.142657205,0,0.017276845,1.203109923,0.146172155,0,0.0000316,0,0,0,0,0.429325427,0,0.09347513,0.100856255,0.574099702,0.497538423,0,0.002487944,0.012131392,0.076428772,0.979457665,1.116425424,0,0.0000666,0,0,0,0,0.369197091,0,0.170557594,0.130220065,0.666332619,0.444076847,0,0.003773489,0.014579018,0.084995859,0.887262624,1.526047495,0.005186913,0,0.617892855,0.005145747,0,1.272435563,0.089845779
127,0.002558875,0.0000157,0.0000331,22.14806919,51.86927989,59.7021478,0,0,0,0,0.002579346,0,0,0,0,0.143452831,0,0.123186845,0.035795911,0.529309588,1.368401674,0,0.005019057,0.141283577,1.0251393,0.05881917,0,0.020793764,1.542406915,0.170762295,0,0.002558875,0,0,0,0,0.5071348,0,0.200700401,0.043598634,0.623654799,2.741430959,0,0.003783246,0.184773682,1.222030005,0.247267492,0,0.047144817,3.974956784,0.344686854,0,0.002558875,0,0,0,0,1.758564892,0,0.278823904,0.121509402,1.365869629,4.561591582,0,0.005708369,0.232749422,3.441788016,0.874934907,0,0.104909009,8.585678874,0.815941188,0,0.0000157,0,0,0,0,5.12883137,0,1.134807833,0.886773818,6.346585039,6.410415095,0,0.031761045,0.244099742,10.36259372,9.464584127,11.8588281,0,0.0000331,0,0,0,0,4.598154756,0,2.174120034,1.101139677,7.050281861,5.200291921,0,0.045371352,0.306225793,10.26965199,8.897177973,20.05973244,0.002579346,0,5.164370927,0.002558875,0,10.14116247,0.90515513
